objective,highestpossible,yettowin,homedraws,highestprobable,artificialkey,hasachievedobjective,unbeatenhome,previousyeartableposition,actualvsexpectations,teamlongform,prevleagueid,awaylosses,nummatchesplayed,awaygf,unbeatenleague,lastgameresult,homega,points,leagueid,unbeatenallcomps,currenttableposition,homegf,teamshortform,teamid,homelosses,homewins,grouping,awaywins,awayga,unbeatenaway,awaydraws,champion,teamform
0,9,0,0,9,397,0,0,6,0,60,68,0,34,0,0,2,0,0,68,0,3,0,33,436,0,0,9,0,0,0,0,0,10120
0,3,0,0,4,398,0,0,13,0,26,68,0,34,0,0,0,0,0,68,0,16,0,26,741,0,0,5,0,0,0,0,0,102
0,8,0,0,3,399,0,0,18,0,63,68,0,34,0,0,0,0,0,68,0,7,0,80,748,0,0,8,0,0,0,0,0,22202
0,8,0,0,8,400,0,0,5,0,60,68,0,34,0,0,0,0,0,68,0,5,0,66,101014,0,0,3,0,0,0,0,0,12022
0,3,0,0,4,401,0,0,9,0,33,68,0,34,0,0,0,0,0,68,0,17,0,46,101020,0,0,4,0,0,0,0,0,2102
0,3,0,0,5,402,0,0,20,0,33,68,0,34,0,0,0,0,0,68,0,14,0,60,101025,0,0,3,0,0,0,0,0,2022
0,8,0,0,8,403,0,0,2,0,43,68,0,34,0,0,2,0,0,68,0,6,0,53,101026,0,0,8,0,0,0,0,0,12120
0,3,0,0,3,404,0,0,21,0,23,68,0,34,0,0,2,0,0,68,0,10,0,13,101032,0,0,3,0,0,0,0,0,10100
0,3,0,0,3,405,0,0,8,0,56,68,0,34,0,0,2,0,0,68,0,9,0,40,101033,0,0,3,0,0,0,0,0,22000
0,3,0,0,3,406,0,0,19,0,46,68,0,34,0,0,1,0,0,68,0,8,0,33,101037,0,0,3,0,0,0,0,0,10201
0,3,0,0,3,407,0,0,16,0,26,68,0,34,0,0,2,0,0,68,0,12,0,20,110776,0,0,3,0,0,0,0,0,20000
0,3,0,0,4,408,0,0,7,0,56,68,0,34,0,0,0,0,0,68,0,18,0,66,111117,0,0,4,0,0,0,0,0,1222
0,3,0,0,3,409,0,0,10,0,50,68,0,34,0,0,0,0,0,68,0,13,0,46,111339,0,0,5,0,0,0,0,0,20102
0,3,0,0,3,410,0,0,14,0,36,68,0,34,0,0,2,0,0,68,0,11,0,26,113142,0,0,3,0,0,0,0,0,120
0,3,0,0,5,411,0,0,22,0,36,68,0,34,0,0,1,0,0,68,0,15,0,73,131174,0,0,4,0,0,0,0,0,22121
0,0,0,0,0,412,0,0,1,0,0,76,0,0,0,0,0,0,0,76,0,1,0,0,211,0,0,0,0,0,0,0,1,0
0,0,0,0,0,413,0,0,1,0,0,76,0,0,0,0,0,0,0,76,0,1,0,0,263,0,0,0,0,0,0,0,0,0
0,0,0,0,0,414,0,0,1,0,0,76,0,0,0,0,0,0,0,76,0,1,0,0,266,0,0,0,0,0,0,0,0,0
0,0,0,0,0,415,0,0,1,0,0,76,0,0,0,0,0,0,0,76,0,1,0,0,267,0,0,0,0,0,0,0,0,0
0,0,0,0,0,416,0,0,1,0,0,76,0,0,0,0,0,0,0,76,0,1,0,0,278,0,0,0,0,0,0,0,0,0
0,0,0,0,0,417,0,0,3,0,0,76,0,0,0,0,0,0,0,76,0,1,0,0,280,0,0,0,0,0,0,0,0,0
0,0,0,0,0,418,0,0,1,0,0,76,0,0,0,0,0,0,0,76,0,1,0,0,393,0,0,0,0,0,0,0,0,0
0,0,0,0,0,420,0,0,1,0,0,76,0,0,0,0,0,0,0,76,0,1,0,0,1874,0,0,0,0,0,0,0,1,0
0,0,0,0,0,421,0,0,1,0,0,76,0,0,0,0,0,0,0,76,0,1,0,0,1884,0,0,0,0,0,0,0,0,0
0,0,0,0,0,422,0,0,1,0,0,76,0,0,0,0,0,0,0,76,0,1,0,0,100135,0,0,0,0,0,0,0,0,0
0,0,0,0,0,423,0,0,1,0,0,76,0,0,0,0,0,0,0,76,0,1,0,0,100325,0,0,0,0,0,0,0,1,0
0,0,0,0,0,424,0,0,1,0,0,76,0,0,0,0,0,0,0,76,0,1,0,0,101047,0,0,0,0,0,0,0,0,0
0,0,0,0,0,425,0,0,1,0,0,76,0,0,0,0,0,0,0,76,0,1,0,0,101059,0,0,0,0,0,0,0,0,0
0,0,0,0,0,427,0,0,1,0,0,76,0,0,0,0,0,0,0,76,0,1,0,0,110468,0,0,0,0,0,0,0,1,0
0,0,0,0,0,429,0,0,1,0,0,76,0,0,0,0,0,0,0,76,0,1,0,0,111701,0,0,0,0,0,0,0,1,0
0,0,0,0,0,430,0,0,4,0,0,76,0,0,0,0,0,0,0,76,0,1,0,0,112638,0,0,0,0,0,0,0,0,0
0,0,0,0,0,431,0,0,5,0,0,76,0,0,0,0,0,0,0,76,0,1,0,0,113888,0,0,0,0,0,0,0,0,0
0,0,0,0,0,432,0,0,2,0,0,78,0,0,0,0,0,0,587,78,0,56,0,0,974,0,0,0,0,0,0,0,0,0
0,0,0,0,0,433,0,0,2,0,0,78,0,0,0,0,0,0,1812,78,0,4,0,0,1318,0,0,0,0,0,0,0,0,0
0,0,0,0,0,434,0,0,2,0,0,78,0,0,0,0,0,0,1502,78,0,33,0,0,1322,0,0,0,0,0,0,0,0,0
0,0,0,0,0,435,0,0,2,0,0,78,0,0,0,0,0,0,1821,78,0,2,0,0,1325,0,0,0,0,0,0,0,0,0
0,0,0,0,0,436,0,0,2,0,0,78,0,0,0,0,0,0,1701,78,0,12,0,0,1328,0,0,0,0,0,0,0,0,0
0,0,0,0,0,437,0,0,2,0,0,78,0,0,0,0,0,0,1473,78,0,47,0,0,1330,0,0,0,0,0,0,0,0,0
0,0,0,0,0,438,0,0,2,0,0,78,0,0,0,0,0,0,1591,78,0,21,0,0,1331,0,0,0,0,0,0,0,0,0
0,0,0,0,0,439,0,0,2,0,0,78,0,0,0,0,0,0,1393,78,0,63,0,0,1334,0,0,0,0,0,0,0,0,0
0,0,0,0,0,440,0,0,2,0,0,78,0,0,0,0,0,0,1854,78,0,2,0,0,1335,0,0,0,0,0,0,0,0,0
0,0,0,0,0,441,0,0,2,0,0,78,0,0,0,0,0,0,1686,78,0,13,0,0,1337,0,0,0,0,0,0,0,0,0
0,0,0,0,0,442,0,0,2,0,0,78,0,0,0,0,0,0,1353,78,0,71,0,0,1341,0,0,0,0,0,0,0,0,0
0,0,0,0,0,443,0,0,2,0,0,78,0,0,0,0,0,0,1714,78,0,10,0,0,1343,0,0,0,0,0,0,0,0,0
0,0,0,0,0,444,0,0,2,0,0,78,0,0,0,0,0,0,1466,78,0,50,0,0,1352,0,0,0,0,0,0,0,0,0
0,0,0,0,0,445,0,0,2,0,0,78,0,0,0,0,0,0,1523,78,0,28,0,0,1353,0,0,0,0,0,0,0,0,0
0,0,0,0,0,446,0,0,2,0,0,78,0,0,0,0,0,0,1741,78,0,8,0,0,1354,0,0,0,0,0,0,0,0,0
0,0,0,0,0,447,0,0,2,0,0,78,0,0,0,0,0,0,1403,78,0,58,0,0,1355,0,0,0,0,0,0,0,0,0
0,0,0,0,0,448,0,0,2,0,0,78,0,0,0,0,0,0,1474,78,0,45,0,0,1356,0,0,0,0,0,0,0,0,0
0,0,0,0,0,449,0,0,2,0,0,78,0,0,0,0,0,0,1472,78,0,48,0,0,1359,0,0,0,0,0,0,0,0,0
0,0,0,0,0,450,0,0,2,0,0,78,0,0,0,0,0,0,1835,78,0,3,0,0,1362,0,0,0,0,0,0,0,0,0
0,0,0,0,0,451,0,0,2,0,0,78,0,0,0,0,0,0,1522,78,0,29,0,0,1363,0,0,0,0,0,0,0,0,0
0,0,0,0,0,452,0,0,2,0,0,78,0,0,0,0,0,0,1598,78,0,12,0,0,1364,0,0,0,0,0,0,0,0,0
0,0,0,0,0,453,0,0,2,0,0,78,0,0,0,0,0,0,1456,78,0,29,0,0,1365,0,0,0,0,0,0,0,0,0
0,0,0,0,0,454,0,0,2,0,0,78,0,0,0,0,0,0,1567,78,0,25,0,0,1366,0,0,0,0,0,0,0,0,0
0,0,0,0,0,455,0,0,2,0,0,78,0,0,0,0,0,0,1521,78,0,30,0,0,1367,0,0,0,0,0,0,0,0,0
0,0,0,0,0,456,0,0,2,0,0,78,0,0,0,0,0,0,1901,78,0,1,0,0,1369,0,0,0,0,0,0,0,0,0
0,0,0,0,0,457,0,0,2,0,0,78,0,0,0,0,0,0,1837,78,0,1,0,0,1370,0,0,0,0,0,0,0,0,0
0,0,0,0,0,458,0,0,2,0,0,78,0,0,0,0,0,0,1477,78,0,41,0,0,1375,0,0,0,0,0,0,0,0,0
0,0,0,0,0,459,0,0,2,0,0,78,0,0,0,0,0,0,1632,78,0,5,0,0,1377,0,0,0,0,0,0,0,0,0
0,0,0,0,0,460,0,0,2,0,0,78,0,0,0,0,0,0,1635,78,0,17,0,0,1386,0,0,0,0,0,0,0,0,0
0,0,0,0,0,461,0,0,2,0,0,78,0,0,0,0,0,0,1641,78,0,16,0,0,1387,0,0,0,0,0,0,0,0,0
0,0,0,0,0,462,0,0,2,0,0,78,0,0,0,0,0,0,0,78,0,1,0,0,1391,0,0,0,0,0,0,0,0,0
0,0,0,0,0,463,0,0,2,0,0,78,0,0,0,0,0,0,0,78,0,1,0,0,1411,0,0,0,0,0,0,0,0,0
0,0,0,0,0,464,0,0,2,0,0,78,0,0,0,0,0,0,1483,78,0,39,0,0,1415,0,0,0,0,0,0,0,0,0
0,0,0,0,0,465,0,0,2,0,0,78,0,0,0,0,0,0,0,78,0,1,0,0,1667,0,0,0,0,0,0,0,0,0
0,0,0,0,0,466,0,0,2,0,0,78,0,0,0,0,0,0,1518,78,0,31,0,0,1886,0,0,0,0,0,0,0,0,0
0,0,0,0,0,467,0,0,2,0,0,78,0,0,0,0,0,0,0,78,0,3,0,0,105013,0,0,0,0,0,0,0,0,0
0,0,0,0,0,468,0,0,2,0,0,78,0,0,0,0,0,0,1758,78,0,7,0,0,105035,0,0,0,0,0,0,0,0,0
0,0,0,0,0,469,0,0,2,0,0,78,0,0,0,0,0,0,1341,78,0,74,0,0,110081,0,0,0,0,0,0,0,0,0
0,0,0,0,0,470,0,0,2,0,0,78,0,0,0,0,0,0,1325,78,0,71,0,0,111099,0,0,0,0,0,0,0,0,0
0,0,0,0,0,471,0,0,2,0,0,78,0,0,0,0,0,0,1567,78,0,10,0,0,111109,0,0,0,0,0,0,0,0,0
0,0,0,0,0,472,0,0,2,0,0,78,0,0,0,0,0,0,1669,78,0,14,0,0,111111,0,0,0,0,0,0,0,0,0
0,0,0,0,0,473,0,0,2,0,0,78,0,0,0,0,0,0,1351,78,0,61,0,0,111112,0,0,0,0,0,0,0,0,0
0,0,0,0,0,474,0,0,2,0,0,78,0,0,0,0,0,0,0,78,0,1,0,0,111114,0,0,0,0,0,0,0,0,0
0,0,0,0,0,475,0,0,2,0,0,78,0,0,0,0,0,0,0,78,0,1,0,0,111115,0,0,0,0,0,0,0,0,0
0,0,0,0,0,476,0,0,2,0,0,78,0,0,0,0,0,0,1364,78,0,51,0,0,111130,0,0,0,0,0,0,0,0,0
0,0,0,0,0,477,0,0,2,0,0,78,0,0,0,0,0,0,0,78,0,1,0,0,111448,0,0,0,0,0,0,0,0,0
0,0,0,0,0,478,0,0,2,0,0,78,0,0,0,0,0,0,1473,78,0,43,0,0,111455,0,0,0,0,0,0,0,0,0
0,0,0,0,0,479,0,0,2,0,0,78,0,0,0,0,0,0,0,78,0,1,0,0,111456,0,0,0,0,0,0,0,0,0
0,0,0,0,0,480,0,0,2,0,0,78,0,0,0,0,0,0,1381,78,0,64,0,0,111462,0,0,0,0,0,0,0,0,0
0,0,0,0,0,481,0,0,2,0,0,78,0,0,0,0,0,0,1378,78,0,63,0,0,111465,0,0,0,0,0,0,0,0,0
0,0,0,0,0,482,0,0,2,0,0,78,0,0,0,0,0,0,1245,78,0,94,0,0,111473,0,0,0,0,0,0,0,0,0
0,0,0,0,0,483,0,0,2,0,0,78,0,0,0,0,0,0,0,78,0,1,0,0,111475,0,0,0,0,0,0,0,0,0
0,0,0,0,0,484,0,0,2,0,0,78,0,0,0,0,0,0,0,78,0,1,0,0,111485,0,0,0,0,0,0,0,0,0
0,0,0,0,0,485,0,0,2,0,0,78,0,0,0,0,0,0,0,78,0,1,0,0,111510,0,0,0,0,0,0,0,0,0
0,0,0,0,0,486,0,0,2,0,0,78,0,0,0,0,0,0,0,78,0,1,0,0,111512,0,0,0,0,0,0,0,0,0
0,0,0,0,0,487,0,0,2,0,0,78,0,0,0,0,0,0,0,78,0,1,0,0,111513,0,0,0,0,0,0,0,0,0
0,0,0,0,0,488,0,0,2,0,0,78,0,0,0,0,0,0,1504,78,0,34,0,0,111527,0,0,0,0,0,0,0,0,0
0,0,0,0,0,489,0,0,2,0,0,78,0,0,0,0,0,0,0,78,0,1,0,0,111545,0,0,0,0,0,0,0,0,0
0,0,0,0,0,490,0,0,2,0,0,78,0,0,0,0,0,0,0,78,0,1,0,0,112048,0,0,0,0,0,0,0,0,0
0,0,0,0,0,491,0,0,2,0,0,78,0,0,0,0,0,0,0,78,0,1,0,0,112054,0,0,0,0,0,0,0,0,0
0,0,0,0,0,492,0,0,1,0,0,80,0,0,0,0,2,0,0,80,0,2,0,0,191,0,0,0,0,0,0,0,0,0
0,0,0,0,0,493,0,0,2,0,0,80,0,0,0,0,0,0,0,80,0,1,0,0,209,0,0,10,0,0,0,0,1,0
0,0,0,0,0,494,0,0,3,0,0,80,0,0,0,0,0,0,0,80,0,3,0,0,252,0,0,10,0,0,0,0,0,0
0,0,0,0,0,495,0,0,4,0,0,80,0,0,0,0,0,0,0,80,0,5,0,0,254,0,0,3,0,0,0,0,0,0
0,0,0,0,0,496,0,0,5,0,0,80,0,0,0,0,0,0,0,80,0,4,0,0,256,0,0,8,0,0,0,0,0,0
0,0,0,0,0,497,0,0,1,0,0,80,0,0,0,0,2,0,0,80,0,9,0,0,780,0,0,8,0,0,0,0,0,0
0,0,0,0,0,498,0,0,10,0,0,80,0,0,0,0,1,0,0,80,0,6,0,0,2017,0,0,10,0,0,0,0,0,0
0,0,0,0,0,499,0,0,11,0,0,80,0,0,0,0,2,0,0,80,0,8,0,0,15009,0,0,3,0,0,0,0,0,0
0,0,0,0,0,500,0,0,9,0,0,80,0,0,0,0,0,0,0,80,0,7,0,0,15040,0,0,5,0,0,0,0,0,0
0,0,0,0,0,501,0,0,12,0,0,80,0,0,0,0,1,0,0,80,0,12,0,0,110720,0,0,4,0,0,0,0,0,0
0,0,0,0,0,502,0,0,7,0,0,80,0,0,0,0,2,0,0,80,0,10,0,0,111822,0,0,3,0,0,0,0,0,0
0,0,0,0,0,503,0,0,13,0,0,80,0,0,0,0,2,0,0,80,0,11,0,0,113616,0,0,5,0,0,0,0,0,0
0,0,0,0,0,504,0,0,12,0,0,83,0,0,0,0,0,0,0,83,0,3,0,0,980,0,0,0,0,0,0,0,0,0
0,0,0,0,0,505,0,0,8,0,0,83,0,0,0,0,2,0,0,83,0,5,0,0,982,0,0,0,0,0,0,0,0,0
0,0,0,0,0,506,0,0,1,0,0,83,0,0,0,0,0,0,0,83,0,9,0,0,1473,0,0,0,0,0,0,0,1,0
0,0,0,0,0,507,0,0,3,0,0,83,0,0,0,0,0,0,0,83,0,4,0,0,1474,0,0,0,0,0,0,0,0,0
0,0,0,0,0,508,0,0,2,0,0,83,0,0,0,0,0,0,0,83,0,1,0,0,1477,0,0,0,0,0,0,0,0,0
0,0,0,0,0,509,0,0,5,0,0,83,0,0,0,0,2,0,0,83,0,11,0,0,1478,0,0,0,0,0,0,0,0,0
0,0,0,0,0,510,0,0,11,0,0,83,0,0,0,0,2,0,0,83,0,2,0,0,2055,0,0,0,0,0,0,0,0,0
0,0,0,0,0,511,0,0,9,0,0,83,0,0,0,0,1,0,0,83,0,12,0,0,2056,0,0,0,0,0,0,0,0,0
0,0,0,0,0,512,0,0,6,0,0,83,0,0,0,0,1,0,0,83,0,6,0,0,112115,0,0,0,0,0,0,0,0,0
0,0,0,0,0,513,0,0,11,0,0,83,0,0,0,0,2,0,0,83,0,8,0,0,112258,0,0,0,0,0,0,0,0,0
0,0,0,0,0,514,0,0,1,0,0,83,0,0,0,0,0,0,0,83,0,7,0,0,112555,0,0,0,0,0,0,0,0,0
0,0,0,0,0,515,0,0,7,0,0,83,0,0,0,0,2,0,0,83,0,10,0,0,112558,0,0,0,0,0,0,0,0,0
0,0,0,0,0,518,0,0,7,0,0,189,0,0,0,0,0,0,0,189,0,11,0,0,322,0,0,4,0,0,0,0,0,0
0,0,0,0,0,519,0,0,2,0,0,189,0,0,0,0,1,0,0,189,0,8,0,0,324,0,0,4,0,0,0,0,0,0
0,0,0,0,0,520,0,0,8,0,0,189,0,0,0,0,2,0,0,189,0,10,0,0,894,0,0,5,0,0,0,0,0,0
0,0,0,0,0,521,0,0,5,0,0,189,0,0,0,0,2,0,0,189,0,4,0,0,896,0,0,8,0,0,0,0,0,0
0,0,0,0,0,522,0,0,4,0,0,189,0,0,0,0,1,0,0,189,0,7,0,0,897,0,0,5,0,0,0,0,0,0
0,0,0,0,0,523,0,0,6,0,0,189,0,0,0,0,1,0,0,189,0,2,0,0,898,0,0,10,0,0,0,0,0,0
0,0,0,0,0,524,0,0,1,0,0,189,0,0,0,0,1,0,0,189,0,6,0,0,900,0,0,3,0,0,0,0,1,0
0,0,0,0,0,525,0,0,9,0,0,189,0,0,0,0,2,0,0,189,0,12,0,0,1713,0,0,4,0,0,0,0,0,0
0,0,0,0,0,526,0,0,12,0,0,189,0,0,0,0,0,0,0,189,0,1,0,0,1715,0,0,0,0,0,0,0,0,0
0,0,0,0,0,527,0,0,11,0,0,189,0,0,0,0,2,0,0,189,0,9,0,0,1862,0,0,3,0,0,0,0,0,0
0,0,0,0,0,528,0,0,3,0,0,189,0,0,0,0,0,0,0,189,0,3,0,0,10032,0,0,10,0,0,0,0,0,0
0,0,0,0,0,529,0,0,7,0,0,189,0,0,0,0,0,0,0,189,0,5,0,0,110770,0,0,3,0,0,0,0,0,0
0,10,0,0,10,530,0,1,1,0,73,308,0,34,0,1,0,0,0,308,0,3,0,73,234,0,0,10,0,0,1,0,1,22112
0,0,0,0,0,531,0,1,2,0,76,308,0,34,0,0,0,0,0,308,0,1,0,80,236,0,0,0,0,0,0,0,0,22202
0,10,0,0,10,532,0,0,4,0,70,308,0,34,0,0,0,0,0,308,0,2,0,73,237,0,0,10,0,0,1,0,0,11222
0,3,0,0,3,533,0,0,19,0,40,308,0,34,0,0,2,0,0,308,0,11,0,26,717,0,0,3,0,0,0,0,0,2010
0,5,0,0,5,534,0,0,18,0,20,308,0,34,0,0,1,0,0,308,0,15,0,13,718,0,0,3,0,0,0,0,0,11
0,3,0,0,3,535,0,0,12,0,50,308,0,34,0,0,1,0,0,308,0,12,0,20,744,0,0,3,0,0,0,0,0,10101
0,3,0,0,3,536,0,0,18,0,56,308,0,34,0,0,2,0,0,308,0,13,0,53,1438,0,0,3,0,0,0,0,0,12120
0,8,0,0,3,537,0,0,6,0,33,308,0,34,0,0,2,0,0,308,0,9,0,40,1887,0,0,8,0,0,0,0,0,22000
0,8,0,0,8,538,0,0,13,0,33,308,0,34,0,0,2,0,0,308,0,6,0,26,1888,0,0,10,0,0,0,0,0,2100
0,3,0,0,3,539,0,0,20,0,43,308,0,34,0,0,0,0,0,308,0,14,0,60,1891,0,0,5,0,0,0,0,0,22002
0,10,0,0,10,540,0,0,3,0,46,308,0,34,0,0,1,0,0,308,0,4,0,40,1896,0,0,8,0,0,0,0,0,20111
0,8,0,0,8,541,0,0,16,0,30,308,0,34,0,0,1,0,0,308,0,7,0,46,1900,0,0,8,0,0,0,0,0,20201
0,3,0,0,3,542,0,0,14,0,20,308,0,34,0,0,2,0,0,308,0,10,0,13,10020,0,0,3,0,0,0,0,0,110
0,8,0,0,8,543,0,0,5,0,53,308,0,34,0,0,0,0,0,308,0,8,0,66,112513,0,0,3,0,0,0,0,0,20122
0,4,0,0,4,544,0,0,21,0,30,308,0,34,0,0,2,0,0,308,0,17,0,46,112516,0,0,4,0,0,0,0,0,1220
0,8,0,0,8,545,0,0,8,0,66,308,0,34,0,0,0,0,0,308,0,5,0,60,112809,0,0,8,0,0,0,0,0,12112
0,5,0,0,5,546,0,0,10,0,23,308,0,34,0,0,1,0,0,308,0,16,0,26,114510,0,0,5,0,0,0,0,0,21
0,4,0,0,4,547,0,0,22,0,40,308,0,34,0,0,1,0,0,308,0,18,0,60,131463,0,0,4,0,0,0,0,0,11221
0,0,0,0,0,548,0,0,4,0,0,330,0,0,0,0,1,0,0,330,0,1,0,0,308,0,0,0,0,0,0,0,0,0
0,0,0,0,0,549,0,0,5,0,0,330,0,0,0,0,1,0,0,330,0,2,0,0,310,0,0,10,0,0,0,0,0,0
0,0,0,0,0,550,0,0,16,0,0,330,0,0,0,0,2,0,0,330,0,5,0,0,100757,0,0,10,0,0,0,0,0,0
0,0,0,0,0,551,0,0,6,0,0,330,0,0,0,0,1,0,0,330,0,6,0,0,100759,0,0,8,0,0,0,0,0,0
0,0,0,0,0,552,0,0,2,0,0,330,0,0,0,0,2,0,0,330,0,7,0,0,100761,0,0,3,0,0,0,0,0,0
0,0,0,0,0,553,0,0,15,0,0,330,0,0,0,0,2,0,0,330,0,10,0,0,110072,0,0,8,0,0,0,0,0,0
0,0,0,0,0,554,0,0,1,0,0,330,0,0,0,0,2,0,0,330,0,11,0,0,110075,0,0,3,0,0,0,0,1,0
0,0,0,0,0,555,0,0,9,0,0,330,0,0,0,0,0,0,0,330,0,12,0,0,110078,0,0,5,0,0,0,0,0,0
0,0,0,0,0,556,0,0,13,0,0,330,0,0,0,0,1,0,0,330,0,8,0,0,110750,0,0,3,0,0,0,0,0,0
0,0,0,0,0,557,0,0,10,0,0,330,0,0,0,0,0,0,0,330,0,3,0,0,110751,0,0,3,0,0,0,0,0,0
0,0,0,0,0,558,0,0,11,0,0,330,0,0,0,0,2,0,0,330,0,9,0,0,110752,0,0,8,0,0,0,0,0,0
0,0,0,0,0,559,0,0,12,0,0,330,0,0,0,0,0,0,0,330,0,15,0,0,114147,0,0,4,0,0,0,0,0,0
0,0,0,0,0,560,0,0,3,0,0,330,0,0,0,0,0,0,0,330,0,4,0,0,114385,0,0,3,0,0,0,0,0,0
0,0,0,0,0,561,0,0,17,0,0,330,0,0,0,0,1,0,0,330,0,16,0,0,114545,0,0,4,0,0,0,0,0,0
0,0,0,0,0,562,0,0,18,0,0,330,0,0,0,0,0,0,0,330,0,13,0,0,114546,0,0,5,0,0,0,0,0,0
0,0,0,0,0,563,0,0,19,0,0,330,0,0,0,0,1,0,0,330,0,14,0,0,131459,0,0,5,0,0,0,0,0,0
0,0,0,0,0,564,0,1,3,0,86,350,0,34,0,1,0,0,0,350,0,2,0,86,605,0,0,0,0,0,1,0,0,22122
0,0,0,0,0,565,0,0,1,0,43,350,0,34,0,0,2,0,0,350,0,5,0,46,607,0,0,0,0,0,0,0,1,12200
0,0,0,0,0,566,0,0,4,0,33,350,0,34,0,0,2,0,0,350,0,13,0,20,111674,0,0,0,0,0,0,0,0,20
0,0,0,0,0,567,0,0,7,0,40,350,0,34,0,0,1,0,0,350,0,7,0,53,112096,0,0,0,0,0,0,0,0,21201
0,0,0,0,0,568,0,0,2,0,83,350,0,34,0,0,0,0,0,350,0,1,0,66,112139,0,0,0,0,0,0,0,0,20212
0,0,0,0,0,569,0,1,15,0,73,350,0,34,0,0,0,0,0,350,0,3,0,100,112387,0,0,0,0,0,0,0,0,22222
0,0,0,0,0,570,0,0,6,0,30,350,0,34,0,0,1,0,0,350,0,11,0,33,112390,0,0,0,0,0,0,0,0,10021
0,0,0,0,0,571,0,1,19,0,76,350,0,34,0,0,0,0,0,350,0,4,0,100,112391,0,0,0,0,0,0,0,0,22222
0,0,0,0,0,572,0,0,5,0,40,350,0,34,0,0,2,0,0,350,0,6,0,26,112393,0,0,0,0,0,0,0,0,2010
0,0,0,0,0,573,0,0,14,0,33,350,0,34,0,0,2,0,0,350,0,12,0,20,112883,0,0,0,0,0,0,0,0,20000
0,0,0,0,0,574,0,0,18,0,46,350,0,34,0,0,0,0,0,350,0,15,0,46,113037,0,0,0,0,0,0,0,0,212
0,0,0,0,0,575,0,0,11,0,36,350,0,34,0,0,2,0,0,350,0,10,0,26,113057,0,0,0,0,0,0,0,0,12000
0,0,0,0,0,576,0,0,17,0,23,350,0,34,0,0,2,0,0,350,0,17,0,26,113060,0,0,0,0,0,0,0,0,120
0,0,0,0,0,577,0,0,8,0,43,350,0,34,0,0,2,0,0,350,0,16,0,20,113217,0,0,0,0,0,0,0,0,20
0,0,0,0,0,578,0,0,16,0,46,350,0,34,0,0,0,0,0,350,0,9,0,33,113222,0,0,0,0,0,0,0,0,10102
0,0,0,0,0,579,0,0,20,0,26,350,0,34,0,0,0,0,0,350,0,18,0,33,115892,0,0,0,0,0,0,0,0,1102
0,0,0,0,0,580,0,0,21,0,26,350,0,34,0,0,1,0,0,350,0,14,0,26,131735,0,0,0,0,0,0,0,0,11101
0,0,0,0,0,581,0,0,22,0,43,350,0,34,0,0,1,0,0,350,0,8,0,40,131798,0,0,0,0,0,0,0,0,11201
0,0,0,0,0,582,0,0,3,0,66,351,0,26,0,0,0,0,0,351,0,2,0,73,111393,0,0,0,0,0,0,0,0,21122
0,0,0,0,0,583,0,0,8,0,16,351,0,26,0,0,2,0,0,351,0,11,0,13,111395,0,0,0,0,0,0,0,0,1100
0,0,0,0,0,584,0,0,2,0,43,351,0,26,0,0,2,0,0,351,0,9,0,33,111396,0,0,0,0,0,0,0,1,10120
0,0,0,0,0,585,0,0,11,0,56,351,0,26,0,0,0,0,0,351,0,4,0,53,111397,0,0,0,0,0,0,0,0,20112
0,0,0,0,0,586,0,0,10,0,60,351,0,26,0,0,0,0,0,351,0,1,0,53,111398,0,0,0,0,0,0,0,0,20112
0,0,0,0,0,587,0,0,9,0,36,351,0,26,0,0,0,0,0,351,0,10,0,60,111399,0,0,0,0,0,0,0,0,11212
0,0,0,0,0,588,0,0,5,0,46,351,0,26,0,0,1,0,0,351,0,5,0,40,111400,0,0,0,0,0,0,0,0,1211
0,0,0,0,0,589,0,0,6,0,46,351,0,26,0,0,2,0,0,351,0,8,0,60,111766,0,0,0,0,0,0,0,0,22020
0,0,0,0,0,590,0,0,1,0,56,351,0,26,0,0,2,0,0,351,0,6,0,80,112224,0,0,0,0,0,0,0,0,22220
0,0,0,0,0,591,0,0,4,0,16,351,0,26,0,0,2,0,0,351,0,12,0,0,112427,0,0,0,0,0,0,0,0,0
0,0,0,0,0,592,0,0,12,0,33,351,0,26,0,0,0,0,0,351,0,7,0,60,114604,0,0,0,0,0,0,0,0,22002
0,0,0,0,0,593,0,0,13,0,46,351,0,26,0,0,1,0,0,351,0,3,0,20,131739,0,0,0,0,0,0,0,0,1101
0,0,0,0,0,594,0,0,2,0,0,1003,0,0,0,0,1,0,0,353,0,7,0,0,1013,0,0,0,0,0,0,0,0,0
0,0,0,0,0,595,0,0,2,0,0,1003,0,0,0,0,1,0,0,353,0,4,0,0,1876,0,0,0,0,0,0,0,0,0
0,0,0,0,0,596,0,0,2,0,0,1014,0,0,0,0,0,0,0,353,0,2,0,0,1877,0,0,0,0,0,0,0,1,0
0,0,0,0,0,597,0,0,2,0,0,1003,0,0,0,0,2,0,0,353,0,15,0,0,101083,0,0,0,0,0,0,0,0,0
0,0,0,0,0,598,0,0,2,0,0,1014,0,0,0,0,0,0,0,353,0,19,0,0,101084,0,0,0,0,0,0,0,0,0
0,0,0,0,0,599,0,0,2,0,0,1014,0,0,0,0,0,0,0,353,0,5,0,0,101085,0,0,0,0,0,0,0,0,0
0,0,0,0,0,600,0,0,26,0,0,353,0,0,0,0,1,0,0,353,0,16,0,0,101088,0,0,0,0,0,0,0,0,0
