jerseyleftsleevebadge,teamcolortertr,shortsnumbercolorterr,isinheritbasedetailmap,teamkitid,jerseynumbercolorprimr,jerseyshapestyle,jerseynameoutlinecolorg,jerseynumbercolorsecb,shortsnumbercolorsecb,sockstemplateindex,teamcolorprimpercent,jerseybacknamefontcase,teamcolorprimg,jerseycollargeometrytype,jerseynamecolorg,powid,shortsrenderingdetailmaptype,teamkittypetechid,shortsnumbercolorsecg,islocked,dlc,teamcolorsecr,shortstemplateindex,teamcolorprimb,jerseynameoutlinecolorb,jerseyrightsleevebadge,jerseynamefonttype,shortsnumbercolorprimr,captainarmband,jerseynamecolorb,shortsnumberfonttype,teamcolortertb,shortsnumbercolorterb,jerseynumbercolorsecg,jerseynameoutlinewidth,jerseyrenderingdetailmaptype,jerseynumbercolorterg,isgeneric,jerseynumbercolorprimg,jerseynamelayouttype,teamcolorprimr,jerseynumbercolorterr,jerseynumbercolorprimb,jerseynumbercolorsecr,chestbadge,numberfonttype,renderingmaterialtype,teamcolorsecb,jerseynumbercolorterb,hasadvertisingkit,jerseyrestriction,teamcolorsecpercent,jerseyfit,jerseytemplateindex,shortsnumbercolorprimg,teamcolorsecg,isembargoed,armbandtype,year,jerseyfrontnumberplacementcode,teamtechid,jerseynamecolorr,shortsnumbercolorprimb,jerseybacknameplacementcode,shortsnumbercolorsecr,jerseynameoutlinecolorr,shortstyle,teamcolortertpercent,shortsnumbercolorterg,shortsnumberplacementcode,teamcolortertg
0,139,220,0,5879,12,0,12,12,12,0,85,0,221,0,12,0,0,2,12,0,0,29,0,193,12,0,1,12,76,12,3,192,220,12,0,0,12,0,12,0,140,12,12,12,0,3,0,29,12,0,0,14,0,0,12,29,0,0,0,0,15029,12,12,1,12,12,0,91,220,1,221
0,0,220,0,10354,220,0,220,220,220,0,97,0,137,7,220,0,0,0,220,0,0,58,0,63,220,80,63,220,100,220,190,131,220,220,0,0,220,0,220,0,58,220,220,220,80,190,0,63,220,0,0,97,0,0,220,137,0,0,0,0,15040,220,220,1,220,220,0,99,220,0,152
0,242,12,0,10355,12,0,12,12,12,0,97,0,245,0,12,0,0,1,12,0,0,245,0,245,12,80,63,12,100,12,190,242,12,12,0,0,12,0,12,0,245,12,12,12,80,190,0,245,12,0,0,97,0,0,12,245,0,0,0,0,15040,12,12,1,12,12,0,92,12,0,242
0,254,12,0,10356,12,0,12,12,12,0,100,0,94,0,12,0,0,2,12,0,0,255,0,60,12,0,63,12,100,12,190,60,12,12,0,0,12,0,12,0,255,12,12,12,80,190,0,60,12,0,0,100,0,0,12,94,0,0,0,0,15040,12,12,1,12,12,0,100,12,0,93
0,229,220,0,1231,12,0,12,220,220,0,76,0,219,7,12,0,0,0,220,0,0,41,0,219,12,61,49,12,14,12,89,229,220,220,0,0,220,0,12,0,219,220,12,220,0,23,0,148,220,0,0,11,0,9,12,66,0,0,0,0,15048,12,12,1,220,12,0,99,220,1,229
0,188,220,0,1232,12,0,12,220,220,0,92,0,211,7,12,0,0,1,220,0,0,134,0,217,12,61,49,12,14,12,89,216,220,220,0,0,220,0,12,0,206,220,12,220,0,23,0,217,220,0,0,6,0,9,12,199,0,0,0,0,15048,12,12,1,220,12,0,99,220,1,209
0,249,220,0,5640,12,0,12,220,220,4,94,0,223,0,12,0,0,2,220,0,0,249,0,81,12,61,49,12,14,12,89,81,220,220,0,0,220,0,12,0,249,220,12,220,0,23,0,81,220,0,0,94,0,0,12,223,0,0,0,0,15048,12,12,1,220,12,0,88,220,1,223
0,4,220,0,16355,220,0,0,220,220,0,43,0,20,7,220,-1,0,0,220,0,0,214,0,144,0,0,133,220,0,220,260,184,220,220,0,0,220,0,220,0,14,220,220,220,0,260,0,254,220,0,0,6,0,0,220,8,0,0,0,0,16000,220,220,1,220,0,0,100,220,1,4
0,231,12,0,16356,12,0,0,12,12,0,63,0,154,7,12,-1,0,1,12,0,0,254,0,7,0,0,133,12,0,12,260,22,12,12,0,0,12,0,12,0,245,12,12,12,0,260,0,12,12,0,0,24,0,0,12,205,0,0,0,0,16000,12,12,1,12,0,0,100,12,1,112
0,173,220,0,16357,220,0,0,220,220,0,59,0,176,0,220,-1,0,2,220,0,0,112,0,179,0,0,133,220,0,220,260,178,220,220,0,0,220,0,220,0,174,220,220,220,0,260,0,117,220,0,0,33,0,0,220,114,0,0,0,0,16000,220,220,1,220,0,0,100,220,1,175
0,33,220,0,16306,232,0,0,252,220,0,37,0,41,7,214,-1,0,0,220,0,0,69,0,46,0,0,8,220,0,252,1,47,220,214,0,0,214,0,214,0,229,232,252,232,0,1,0,116,252,0,0,33,0,0,220,17,0,0,0,0,16001,232,220,1,220,0,0,89,220,1,28
0,247,12,0,16307,12,0,0,12,12,0,59,0,253,0,12,-1,0,2,12,0,0,188,0,86,0,0,133,12,0,12,260,86,12,12,0,0,12,0,12,0,248,12,12,12,0,260,0,27,12,0,0,33,0,0,12,194,0,0,0,0,16001,12,12,1,12,0,0,100,12,1,253
0,229,220,0,16343,12,0,0,25,25,0,58,0,227,0,12,-1,0,0,25,0,0,170,0,224,0,0,135,12,13,12,265,224,220,25,0,0,220,0,12,1,229,220,12,25,0,265,0,180,220,0,0,41,0,0,12,173,0,0,0,0,16002,12,12,1,25,0,0,67,220,1,227
0,103,12,0,16344,220,0,0,220,220,0,81,0,82,7,220,-1,0,2,220,0,0,230,0,106,0,0,135,220,13,220,262,102,12,220,0,0,12,0,220,1,108,12,220,220,0,262,0,134,12,0,0,16,0,0,220,34,0,0,0,0,16002,220,220,1,220,0,0,89,12,1,78
0,30,220,0,16384,220,0,0,220,220,0,52,0,9,7,220,-1,0,0,220,0,0,200,0,62,0,0,133,220,0,220,260,76,220,220,0,0,220,0,220,0,18,220,220,220,0,260,0,197,220,0,0,5,0,0,220,127,0,0,0,0,16003,220,220,1,220,0,0,90,220,1,10
0,11,220,0,16385,220,0,0,220,220,0,88,0,86,7,220,-1,0,1,220,0,0,222,0,146,0,0,133,220,0,220,260,152,220,220,0,0,220,0,220,0,17,220,220,220,0,260,0,223,220,0,0,7,0,0,220,223,0,0,0,0,16003,220,220,1,220,0,0,89,220,1,91
0,254,220,0,16386,220,0,0,220,220,0,59,0,163,7,220,-1,0,2,220,0,0,243,0,59,0,0,133,220,0,220,260,86,220,220,0,0,220,0,220,0,254,220,220,220,0,260,0,8,220,0,0,23,0,0,220,107,0,1,0,0,16003,220,220,1,220,0,0,48,220,1,190
0,9,0,0,16332,220,0,0,220,220,0,95,0,19,7,220,-1,0,0,220,0,0,10,0,49,0,0,1,220,0,220,94,49,36,220,0,0,0,0,220,0,10,0,220,220,0,94,0,49,36,0,0,95,0,0,220,19,0,0,0,0,16004,220,220,1,220,0,0,97,0,1,19
0,30,12,0,16333,220,0,0,220,220,0,95,0,43,7,220,-1,0,2,220,0,0,103,0,69,0,0,6,220,0,220,94,30,12,220,0,0,1,0,220,0,103,44,220,220,0,94,0,69,16,0,0,95,0,0,220,43,0,0,0,0,16004,220,220,1,220,0,0,97,12,1,30
0,0,220,0,16354,220,0,0,220,220,0,66,0,102,7,220,-1,0,0,220,0,0,254,0,175,0,0,6,220,0,220,1,175,220,220,0,0,220,0,220,0,0,220,220,220,0,1,0,0,220,0,0,30,0,0,220,141,0,0,0,0,16005,220,220,1,220,0,0,100,220,1,103
0,173,220,0,16360,220,0,0,220,220,0,59,0,176,7,220,-1,0,2,220,0,0,112,0,179,0,0,133,220,0,220,260,178,220,220,0,0,220,0,220,0,174,220,220,220,0,260,0,117,220,0,0,33,0,0,220,114,0,0,0,0,16005,220,220,1,220,0,0,100,220,1,175
0,184,12,0,16334,12,0,0,12,12,0,76,0,241,7,12,-1,0,0,12,0,0,203,0,218,0,0,133,12,0,12,260,137,12,12,0,0,12,0,12,0,241,12,12,12,0,260,0,118,12,0,0,12,0,0,12,189,0,0,0,0,16006,12,12,1,12,0,0,53,12,1,198
0,215,12,0,16380,12,0,0,12,12,0,51,0,202,7,12,-1,0,1,12,0,0,221,0,197,0,0,133,12,0,12,260,241,12,12,0,0,12,0,12,0,242,12,12,12,0,260,0,240,12,0,0,30,0,0,12,243,0,0,0,0,16006,12,12,1,12,0,0,73,12,1,241
0,201,12,0,16335,220,0,0,220,12,0,46,0,212,7,220,-1,0,2,12,0,0,55,0,208,0,0,133,12,0,220,260,200,12,220,0,0,220,0,220,0,206,220,220,220,0,260,0,56,220,0,0,30,0,0,12,57,0,0,0,0,16006,220,12,1,12,0,0,81,12,1,205
0,32,46,0,16345,12,0,0,12,142,0,31,0,30,7,12,-1,0,0,158,0,0,98,0,31,0,0,133,46,0,12,260,32,142,12,0,0,12,0,12,0,31,12,12,12,0,260,0,146,12,0,0,28,0,0,158,190,0,0,0,0,16007,12,142,1,46,0,0,85,158,1,32
0,247,12,0,16346,12,0,0,12,12,0,59,0,253,0,12,-1,0,2,12,0,0,188,0,86,0,0,133,12,0,12,260,86,12,12,0,0,12,0,12,0,248,12,12,12,0,260,0,27,12,0,0,33,0,0,12,194,0,0,0,0,16007,12,12,1,12,0,0,100,12,1,253
0,23,7,0,16337,7,0,0,104,104,0,56,0,16,0,244,-1,0,0,244,0,0,56,0,16,0,0,133,7,0,104,260,28,104,244,0,0,244,0,244,0,16,7,104,7,0,260,0,62,104,0,0,42,0,0,244,56,0,0,0,0,16008,7,104,1,7,0,0,100,244,1,23
0,243,7,0,16361,7,0,0,104,104,0,99,0,226,0,244,-1,0,1,244,0,0,226,0,226,0,0,133,7,0,104,260,243,104,244,0,0,244,0,244,0,226,7,104,7,0,260,0,226,104,0,0,99,0,0,244,226,0,1,0,0,16008,7,104,1,7,0,0,100,244,1,243
0,6,220,0,16336,220,0,0,220,220,0,96,0,226,0,220,-1,0,2,220,0,0,13,0,101,0,0,133,220,0,220,260,104,220,220,0,0,220,0,220,0,13,220,220,220,0,260,0,101,220,0,0,96,0,0,220,226,0,0,0,0,16008,220,220,1,220,0,0,100,220,1,245
0,253,12,0,16363,12,0,0,12,12,0,81,0,254,7,12,-1,0,0,12,0,0,48,0,249,0,0,133,12,0,12,260,249,12,12,0,0,12,0,12,0,252,12,12,12,0,260,0,119,12,0,0,13,0,0,12,237,0,1,0,0,16009,12,12,1,12,0,0,96,12,1,254
0,0,220,0,16362,220,0,0,220,220,0,97,0,111,7,220,-1,0,2,220,0,0,0,0,65,0,0,133,220,0,220,260,65,220,220,0,0,220,0,220,0,0,220,220,220,0,260,0,65,220,0,0,97,0,0,220,111,0,0,0,0,16009,220,220,1,220,0,0,100,220,1,111
0,3,156,0,16381,156,0,0,77,77,0,88,0,4,11,128,-1,0,0,128,0,0,43,0,179,0,0,133,156,0,77,260,67,77,128,0,0,128,0,128,0,1,156,77,156,0,260,0,204,77,0,0,8,0,0,128,44,0,0,0,0,16010,156,77,1,156,0,0,96,128,1,8
0,230,130,0,16382,130,0,0,39,39,0,72,0,229,7,105,-1,0,1,105,0,0,136,0,236,0,0,133,130,0,39,260,230,39,105,0,0,105,0,105,0,227,130,39,130,0,260,0,248,39,0,0,20,0,0,105,156,0,1,0,0,16010,130,39,1,130,0,0,96,105,1,230
0,238,12,0,16383,12,0,0,12,12,0,57,0,136,11,12,-1,0,2,12,0,0,192,0,101,0,0,133,12,0,12,260,104,12,12,0,0,12,0,12,0,251,12,12,12,0,260,0,109,12,0,0,23,0,0,12,34,0,0,0,0,16010,12,12,1,12,0,0,96,12,1,139
0,19,189,0,16299,189,0,0,97,97,0,79,0,17,7,159,-1,0,0,159,0,0,45,0,52,0,0,51,189,0,97,196,53,97,159,0,0,159,0,159,0,12,189,97,189,0,196,0,150,97,0,0,6,0,0,159,59,0,0,0,0,16011,189,97,1,189,0,0,94,159,1,23
0,42,189,0,16302,189,0,0,97,97,0,83,0,0,7,159,-1,0,1,159,0,0,155,0,90,0,0,51,189,0,97,196,80,97,159,0,0,159,0,159,0,49,189,97,189,0,196,0,238,97,0,0,7,0,0,159,21,0,0,0,0,16011,189,97,1,189,0,0,94,159,1,0
0,232,163,0,16298,163,0,0,78,78,0,66,0,230,7,129,-1,0,2,129,0,0,127,0,229,0,0,51,163,0,78,196,230,78,129,0,0,129,0,129,0,227,163,78,163,0,196,0,202,78,0,0,5,0,0,129,162,0,1,0,0,16011,163,78,1,163,0,0,95,129,1,231
0,8,195,0,16288,195,0,0,89,89,0,88,0,27,7,153,-1,0,0,153,0,0,9,0,64,0,0,133,195,0,89,260,54,89,153,0,0,153,0,153,0,9,195,89,195,0,260,0,64,89,0,0,88,0,0,153,27,0,0,0,0,16012,195,89,1,195,0,0,100,153,1,25
0,231,8,0,16391,8,0,0,42,42,0,83,0,229,7,21,-1,0,1,21,0,0,202,0,228,0,0,133,8,0,42,260,231,42,21,0,0,21,0,21,0,230,8,42,8,0,260,0,169,42,0,0,11,0,0,21,188,0,1,0,0,16012,8,42,1,8,0,0,100,21,1,231
0,104,31,0,16289,31,0,0,81,81,0,83,0,199,7,38,-1,0,2,38,0,0,70,0,194,0,0,133,31,0,81,260,195,81,38,0,0,38,0,38,0,104,31,81,31,0,260,0,152,81,0,0,6,0,0,38,144,0,0,0,0,16012,31,81,1,31,0,0,99,38,1,200
0,156,223,0,16347,223,0,0,155,155,0,76,0,18,7,214,-1,0,0,214,0,0,162,0,16,0,0,133,223,0,155,260,16,155,214,0,0,214,0,214,0,75,223,155,223,0,260,0,19,155,0,0,16,0,0,214,30,0,0,0,0,16013,223,155,1,223,0,0,61,214,1,34
0,229,104,0,16348,104,0,0,18,18,0,99,0,227,7,18,-1,0,1,18,0,0,227,0,227,0,0,133,104,0,18,260,229,18,18,0,0,18,0,18,0,227,104,18,104,0,260,0,227,18,0,0,99,0,0,18,227,0,1,0,0,16013,104,18,1,104,0,0,95,18,1,229
0,29,197,0,16349,197,0,0,73,73,0,94,0,25,7,121,-1,0,2,121,0,0,29,0,25,0,0,133,197,0,73,260,26,73,121,0,0,121,0,121,0,29,197,73,197,0,260,0,25,73,0,0,94,0,0,121,25,0,0,0,0,16013,197,73,1,197,0,0,86,121,1,26
0,15,220,0,16392,220,0,0,220,220,0,84,0,15,24,220,-1,0,0,220,0,0,231,0,15,0,0,133,220,0,220,260,15,220,220,0,0,220,0,220,0,15,220,220,220,0,260,0,231,220,0,0,10,0,0,220,231,0,0,0,0,16014,220,220,1,220,0,0,86,220,0,15
0,247,12,0,16393,12,0,0,12,12,0,59,0,253,0,12,-1,0,2,12,0,0,188,0,86,0,0,133,12,0,12,260,86,12,12,0,0,12,0,12,0,248,12,12,12,0,260,0,27,12,0,0,33,0,0,12,194,0,1,0,0,16014,12,12,1,12,0,0,100,12,1,253
0,36,220,0,16398,220,0,0,220,220,0,78,0,47,7,220,-1,0,0,220,0,0,65,0,96,0,0,133,220,0,220,260,90,220,220,0,0,220,0,220,0,39,220,220,220,0,260,0,142,220,0,0,5,0,0,220,94,0,0,0,0,16015,220,220,1,220,0,0,50,220,1,41
0,116,22,0,16399,22,0,0,71,71,0,80,0,217,7,26,-1,0,1,26,0,0,80,0,245,0,0,133,22,0,71,260,246,71,26,0,0,26,0,26,0,115,22,71,22,0,260,0,201,71,0,0,5,0,0,26,160,0,0,0,0,16015,22,71,1,22,0,0,98,26,1,218
0,223,22,0,16400,22,0,0,71,71,0,93,0,196,7,26,-1,0,2,26,0,0,223,0,122,0,0,133,22,0,71,260,122,71,26,0,0,26,0,26,0,223,22,71,22,0,260,0,122,71,0,0,93,0,0,26,196,0,0,0,0,16015,22,71,1,22,0,0,100,26,1,197
0,25,220,0,16300,220,0,0,220,220,0,91,0,25,7,220,-1,0,0,220,0,0,226,0,25,0,0,51,220,0,220,196,25,220,220,0,0,220,0,220,0,25,220,220,220,0,196,0,226,220,0,0,5,0,0,220,226,0,0,0,0,16016,220,220,1,220,0,0,100,220,1,25
0,243,12,0,16301,12,0,0,12,12,0,88,0,158,7,12,-1,0,2,12,0,0,229,0,47,0,0,51,12,0,12,196,48,12,12,0,0,12,0,12,0,243,12,12,12,0,196,0,218,12,0,0,7,0,0,12,227,0,1,0,0,16016,12,12,1,12,0,0,100,12,1,159
0,212,220,0,13426,220,0,0,220,220,0,75,0,56,7,220,-1,0,0,220,0,0,231,0,56,0,0,133,220,0,220,260,57,220,220,0,0,220,0,220,0,212,220,220,220,0,260,0,231,220,0,0,15,0,0,220,231,0,0,0,0,16017,220,220,1,220,0,0,92,220,1,57
0,39,220,0,13427,220,0,0,220,220,0,75,0,152,7,220,-1,0,2,220,0,0,231,0,86,0,0,133,220,0,220,260,86,220,220,0,0,220,0,220,0,39,220,220,220,0,260,0,231,220,0,0,15,0,0,220,231,0,0,0,0,16017,220,220,1,220,0,0,92,220,1,152
0,205,220,0,16303,220,0,0,220,220,0,86,0,28,7,220,-1,0,0,220,0,0,199,0,28,0,0,133,220,0,220,260,29,220,220,0,0,220,0,220,0,199,220,220,220,0,260,0,28,220,0,0,86,0,0,220,28,0,0,0,0,16018,220,220,1,220,0,0,96,220,1,29
0,232,176,0,16304,176,0,0,41,41,0,92,0,231,7,42,-1,0,1,42,0,0,231,0,231,0,0,133,176,0,41,260,232,41,42,0,0,42,0,42,0,231,176,41,176,0,260,0,231,41,0,0,92,0,0,42,231,0,1,0,0,16018,176,41,1,176,0,0,100,42,1,232
0,57,220,0,16305,220,0,0,220,220,0,77,0,145,7,220,-1,0,2,220,0,0,204,0,16,0,0,133,220,0,220,260,17,220,220,0,0,220,0,220,0,56,220,220,220,0,260,0,30,220,0,0,6,0,0,220,29,0,0,0,0,16018,220,220,1,220,0,0,98,220,1,146
0,31,152,0,16338,152,0,0,18,18,0,53,0,31,7,18,-1,0,0,18,0,0,68,0,30,0,0,133,152,0,18,260,31,18,18,0,0,18,0,18,0,30,152,18,152,0,260,0,71,18,0,0,13,0,0,18,80,0,0,0,0,16019,152,18,1,152,0,0,80,18,1,31
0,213,12,0,16339,12,0,0,12,12,0,24,0,60,7,12,-1,0,1,12,0,0,151,0,41,0,0,133,12,0,12,260,13,12,12,0,0,12,0,12,0,224,12,12,12,0,260,0,13,12,0,0,18,0,0,12,20,0,0,0,0,16019,12,12,1,12,0,0,79,12,1,11
0,138,255,0,16340,255,0,0,0,0,0,35,0,196,7,191,-1,0,2,191,0,0,92,0,240,0,0,133,255,0,0,260,243,0,191,0,0,191,0,191,0,146,255,0,255,0,260,0,195,0,0,0,24,0,0,191,144,0,0,0,0,16019,255,0,1,255,0,0,62,191,1,193
0,2,235,0,16358,99,0,0,97,49,0,68,0,16,20,128,-1,0,0,128,0,0,0,0,33,0,0,133,235,0,49,260,33,49,246,0,0,246,0,246,0,2,99,97,99,0,260,0,93,97,0,0,10,0,0,128,250,0,0,0,0,16020,235,49,1,235,0,0,98,128,1,16
0,38,235,0,16359,235,0,0,49,49,0,80,0,87,20,128,-1,0,2,128,0,0,58,0,93,0,0,133,235,0,49,260,93,49,128,0,0,128,0,128,0,37,235,49,235,0,260,0,177,49,0,0,18,0,0,128,162,0,0,0,0,16020,235,49,1,235,0,0,97,128,1,87
0,26,220,0,16290,220,0,0,55,55,0,78,0,22,0,220,-1,0,0,15,0,0,233,0,91,0,0,22,220,31,220,213,89,220,15,0,0,53,0,220,0,27,239,220,9,0,207,0,97,146,0,0,7,0,0,220,67,0,0,0,0,16023,220,220,1,9,0,0,100,220,1,21
0,247,12,0,16291,12,0,0,12,12,0,59,0,252,0,12,-1,0,2,12,0,0,188,0,86,0,0,133,12,0,12,260,86,12,12,0,0,12,0,12,0,247,12,12,12,0,260,0,27,12,0,0,33,0,0,12,194,0,0,0,0,16023,12,12,1,12,0,0,100,12,1,253
0,29,220,0,16341,220,0,0,220,220,0,92,0,31,7,220,-1,0,0,220,0,0,33,0,31,0,0,133,220,0,220,260,29,220,220,0,0,220,0,220,0,33,220,220,220,0,260,0,31,220,0,0,92,0,0,220,31,0,0,0,0,16025,220,220,1,220,0,0,100,220,0,29
0,247,12,0,16342,12,0,0,12,12,0,57,0,253,0,12,-1,0,2,12,0,0,189,0,86,0,0,133,12,0,12,260,86,12,12,0,0,12,0,12,0,247,12,12,12,0,260,0,30,12,0,0,34,0,0,12,195,0,0,0,0,16025,12,12,1,12,0,0,100,12,0,253
0,0,220,0,16293,220,0,0,220,220,0,97,0,0,7,220,-1,0,0,220,0,0,254,0,0,0,0,1,220,0,220,49,205,220,220,0,0,220,0,220,0,254,220,220,220,0,49,0,0,220,0,0,97,0,0,220,0,0,0,0,0,16026,220,220,1,220,0,0,100,220,1,0
0,247,12,0,16292,12,0,0,12,12,0,59,0,253,0,12,-1,0,2,12,0,0,188,0,86,0,0,1,12,0,12,49,86,12,12,0,0,12,0,12,0,248,12,12,12,0,49,0,28,12,0,0,33,0,0,12,194,0,0,0,0,16026,12,12,1,12,0,0,100,12,1,253
0,231,220,0,16294,220,0,0,220,220,0,85,0,18,11,220,-1,0,0,220,0,0,230,0,23,0,0,133,220,0,220,2,231,220,220,0,0,220,0,220,0,170,220,220,220,0,2,0,230,220,0,0,14,0,0,220,230,0,0,0,0,16027,220,220,0,220,0,0,100,220,0,231
0,247,12,0,16295,12,0,0,12,12,0,59,0,253,0,12,-1,0,2,12,0,0,188,0,86,0,0,1,12,0,12,2,86,12,12,0,0,12,0,12,0,248,12,12,12,0,2,0,27,12,0,0,33,0,0,12,194,0,0,0,0,16027,12,12,0,12,0,0,100,12,0,253
0,29,220,0,16297,12,0,0,12,220,0,92,0,198,0,12,-1,0,0,220,0,0,41,0,12,0,0,1,220,0,12,260,29,220,12,0,0,12,0,12,0,234,12,12,12,0,98,0,40,12,0,0,7,0,0,220,41,0,1,0,0,16028,12,220,1,220,0,0,100,220,1,29
0,29,12,0,16296,12,0,0,12,12,0,94,0,166,11,12,-1,0,2,12,0,0,38,0,218,0,0,1,12,0,12,98,29,12,12,0,0,12,0,12,0,103,12,12,12,0,98,0,38,12,0,0,5,0,0,12,38,0,1,0,0,16028,12,12,1,12,0,0,100,12,0,29
0,39,220,0,16308,220,0,0,220,220,0,94,0,207,7,220,-1,0,0,220,0,0,223,0,207,0,0,133,220,0,220,94,205,220,220,0,0,220,0,220,0,39,220,220,220,0,94,0,230,220,0,0,5,0,0,220,218,0,0,0,0,16029,220,220,0,220,0,0,93,220,0,205
0,247,12,0,16309,12,0,0,12,12,0,59,0,253,0,12,-1,0,2,12,0,0,188,0,86,0,0,1,12,0,12,94,86,12,12,0,0,12,0,12,0,248,12,12,12,0,94,0,27,12,0,0,33,0,0,12,194,0,0,0,0,16029,12,12,0,12,0,0,100,12,0,253
0,11,220,0,16310,176,0,0,47,220,0,92,0,231,11,12,-1,0,0,220,0,0,231,0,231,0,0,133,220,0,12,12,170,220,50,0,0,50,0,50,0,231,176,47,176,0,12,0,231,47,0,0,92,0,0,220,231,0,1,0,0,16030,12,220,0,220,0,0,95,220,0,86
0,173,220,0,16311,220,0,0,220,220,0,59,0,176,0,220,-1,0,2,220,0,0,112,0,179,0,0,133,220,0,220,260,178,220,220,0,0,220,0,220,0,174,220,220,220,0,260,0,117,220,0,0,33,0,0,220,114,0,1,0,0,16030,220,220,1,220,0,0,100,220,1,175
0,39,220,0,16316,26,0,0,96,220,0,93,0,207,9,12,-1,0,0,220,0,0,40,0,47,0,0,1,220,0,12,4,138,220,45,0,0,45,0,45,0,253,26,96,26,0,4,0,138,96,0,0,6,0,0,220,67,0,0,0,0,16033,12,220,0,220,0,0,100,220,0,66
0,173,220,0,16317,220,0,0,220,220,0,59,0,176,0,220,-1,0,2,220,0,0,112,0,179,0,0,133,220,0,220,260,178,220,220,0,0,220,0,220,0,174,220,220,220,0,260,0,117,220,0,0,33,0,0,220,114,0,1,0,0,16033,220,220,1,220,0,0,100,220,1,175
0,231,0,0,16318,220,0,0,220,64,0,76,0,159,9,220,-1,0,0,32,0,0,231,0,204,0,0,133,0,0,220,260,231,64,220,0,0,220,0,220,0,0,220,220,220,0,260,0,231,220,0,0,16,0,0,32,231,0,1,0,0,16035,220,64,1,0,0,0,85,32,1,231
0,247,12,0,16319,12,0,0,12,12,0,59,0,253,0,12,-1,0,2,12,0,0,188,0,86,0,0,133,12,0,12,260,86,12,12,0,0,12,0,12,0,248,12,12,12,0,260,0,27,12,0,0,33,0,0,12,194,0,1,0,0,16035,12,12,1,12,0,0,100,12,1,253
0,9,220,0,16320,220,0,0,220,220,0,50,0,32,0,220,-1,0,0,220,0,0,236,0,65,0,0,133,220,0,220,260,65,220,220,0,0,220,0,220,0,9,220,220,220,0,260,0,34,220,0,0,44,0,0,220,200,0,0,0,0,16036,220,220,1,220,0,0,98,220,1,32
0,173,220,0,16321,220,0,0,220,220,0,59,0,176,0,220,-1,0,2,220,0,0,112,0,179,0,0,133,220,0,220,260,178,220,220,0,0,220,0,220,0,174,220,220,220,0,260,0,117,220,0,0,33,0,0,220,114,0,1,0,0,16036,220,220,1,220,0,0,100,220,1,175
0,29,109,0,16322,109,0,0,199,199,0,87,0,29,21,156,-1,0,0,156,0,0,135,0,29,0,0,1,109,0,199,2,30,199,156,0,0,156,0,156,0,29,109,199,109,0,2,0,218,199,0,0,9,0,0,156,172,0,0,0,0,16037,109,199,1,109,0,0,93,156,1,29
0,247,12,0,16323,12,0,0,12,12,0,59,0,253,0,12,-1,0,2,12,0,0,188,0,86,0,0,133,12,0,12,260,86,12,12,0,0,12,0,12,0,248,12,12,12,0,260,0,27,12,0,0,33,0,0,12,194,0,1,0,0,16037,12,12,1,12,0,0,100,12,1,253
0,230,139,0,16324,220,0,0,220,36,0,70,0,231,11,220,-1,0,0,14,0,0,202,0,231,0,0,133,139,0,220,8,230,36,220,0,0,36,0,220,0,231,17,220,220,0,8,0,71,117,0,0,17,0,0,14,44,0,1,0,0,16038,220,36,1,139,0,0,95,14,1,230
0,247,12,0,16325,12,0,0,12,12,0,59,0,253,0,12,-1,0,2,12,0,0,188,0,86,0,0,133,12,0,12,260,86,12,12,0,0,12,0,12,0,248,12,12,12,0,260,0,27,12,0,0,33,0,0,12,194,0,1,0,0,16038,12,12,1,12,0,0,100,12,1,253
0,229,12,0,16326,12,0,0,12,12,0,94,0,231,0,12,-1,0,0,12,0,0,231,0,231,0,0,1,12,0,12,11,229,12,12,0,0,12,0,12,0,231,12,12,12,0,11,0,231,12,0,0,94,0,0,12,231,0,1,0,0,16039,12,12,1,12,0,0,93,12,1,229
0,247,12,0,16327,12,0,0,12,12,0,59,0,253,0,12,-1,0,2,12,0,0,188,0,86,0,0,133,12,0,12,260,86,12,12,0,0,12,0,12,0,248,12,12,12,0,260,0,27,12,0,0,33,0,0,12,194,0,1,0,0,16039,12,12,1,12,0,0,100,12,1,253
0,24,220,0,16328,12,0,0,12,220,0,54,0,52,11,12,-1,0,0,220,0,0,231,0,47,0,0,133,220,0,12,260,24,220,12,0,0,12,0,12,0,40,12,12,12,0,260,0,231,12,0,0,45,0,0,220,231,0,0,0,0,16040,12,220,1,220,0,0,100,220,1,24
0,247,12,0,16329,12,0,0,12,12,0,59,0,253,0,12,-1,0,2,12,0,0,188,0,86,0,0,133,12,0,12,260,86,12,12,0,0,12,0,12,0,248,12,12,12,0,260,0,27,12,0,0,33,0,0,12,194,0,1,0,0,16040,12,12,1,12,0,0,100,12,1,253
0,82,220,0,16330,220,0,0,220,220,0,99,0,44,11,220,-1,0,0,220,0,0,57,0,120,0,0,133,220,0,220,260,135,220,220,0,0,220,0,220,0,57,220,220,220,0,260,0,120,220,0,0,99,0,0,220,44,0,0,0,0,16041,220,220,1,220,0,0,100,220,1,44
0,247,12,0,16331,12,0,0,12,12,0,59,0,253,0,12,-1,0,2,12,0,0,188,0,86,0,0,133,12,0,12,260,86,12,12,0,0,12,0,12,0,248,12,12,12,0,260,0,27,12,0,0,33,0,0,12,194,0,0,0,0,16041,12,12,1,12,0,0,100,12,1,253
