position5,offset6y,position1,pos4role,pos5role,offset8x,offset0y,position10,attackers,offset4y,formationname,pos6role,offset8y,offset1y,offset3y,offensiverating,offset5y,position8,offset4x,pos7role,offset0x,defenders,offset6x,position0,position4,position3,offset10y,pos2role,relativeformationid,offset7y,position7,offset7x,pos1role,offset10x,formationaudioid,pos3role,position6,offset9y,teamid,pos9role,offset2y,formationfullnameid,position2,formationid,offset2x,pos10role,position9,offset9x,offset5x,pos8role,offset3x,offset1x,midfielders,pos0role
9,0.350000,3,8450,17155,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,17095,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25602,0.500000,5.000000,0.350000,0,7,6,0.870000,12737,4,0.600000,12,0.900000,8450,0.500000,14,12737,11,0.670000,1924,29570,0.150000,3,4,407,0.650000,38405,18,0.500000,0.650000,25602,0.350000,0.900000,4.000000,4161
9,0.350000,3,8450,17089,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,17155,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25605,0.500000,5.000000,0.350000,0,7,6,0.870000,12737,4,0.600000,12,0.900000,8450,0.500000,14,12737,11,0.670000,1925,29576,0.150000,3,4,408,0.650000,38213,18,0.500000,0.650000,25605,0.350000,0.900000,4.000000,5827
7,0.330000,3,12802,8581,0.350000,0.020000,26,2.000000,0.150000,5-3-2,17089,0.500000,0.220000,0.175000,1,0.220000,15,0.300000,21442,0.500000,5.000000,0.500000,0,6,5,0.850000,12737,31,0.500000,13,0.650000,8450,0.400000,4,12737,10,0.850000,1926,38341,0.150000,24,4,409,0.700000,38405,24,0.600000,0.100000,21381,0.500000,0.900000,3.000000,4161
9,0.350000,3,8581,17089,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,17089,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25602,0.500000,5.000000,0.350000,0,7,6,0.870000,12737,4,0.600000,12,0.900000,8450,0.500000,14,12737,11,0.670000,1928,29570,0.150000,3,4,410,0.650000,38213,18,0.500000,0.650000,25602,0.350000,0.900000,4.000000,4161
12,0.500000,3,8386,25794,0.100000,0.020000,26,2.000000,0.220000,4-4-2,21185,0.600000,0.220000,0.150000,2,0.600000,16,0.100000,21185,0.500000,4.000000,0.650000,0,7,6,0.850000,12737,16,0.500000,15,0.350000,8386,0.400000,10,12737,13,0.850000,1929,38341,0.150000,11,4,411,0.650000,38213,24,0.600000,0.900000,25602,0.350000,0.900000,4.000000,4161
7,0.600000,3,12737,8450,0.350000,0.020000,25,1.000000,0.150000,5-4-1,25602,0.500000,0.220000,0.175000,0,0.220000,15,0.300000,21314,0.500000,5.000000,0.900000,0,6,5,0.850000,12802,33,0.500000,13,0.650000,8386,0.500000,5,12802,12,0.600000,1930,25794,0.150000,14,4,412,0.700000,38213,16,0.100000,0.100000,21314,0.500000,0.900000,4.000000,4226
9,0.350000,3,8386,17155,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,17089,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25602,0.500000,5.000000,0.350000,0,7,6,0.870000,12737,4,0.600000,12,0.900000,8581,0.500000,14,12737,11,0.670000,1931,29570,0.150000,3,4,413,0.650000,38405,18,0.500000,0.650000,25794,0.350000,0.900000,4.000000,4161
9,0.350000,3,8386,17089,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,17089,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25602,0.500000,5.000000,0.350000,0,7,6,0.870000,12737,4,0.600000,12,0.900000,8581,0.500000,14,12737,11,0.670000,1932,29570,0.150000,3,4,414,0.650000,38213,18,0.500000,0.650000,25794,0.350000,0.900000,4.000000,4161
9,0.350000,3,8513,17089,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,17985,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25667,0.500000,5.000000,0.350000,0,7,6,0.870000,12737,4,0.600000,12,0.900000,8386,0.500000,14,12737,11,0.670000,1933,29570,0.150000,3,4,415,0.650000,38405,18,0.500000,0.650000,25602,0.350000,0.900000,4.000000,4161
7,0.330000,3,12737,8581,0.350000,0.020000,26,2.000000,0.150000,5-3-2,17155,0.500000,0.220000,0.175000,1,0.220000,15,0.300000,21314,0.500000,5.000000,0.500000,0,6,5,0.850000,12867,31,0.500000,13,0.650000,8581,0.400000,4,12737,10,0.850000,1934,38341,0.150000,24,4,416,0.700000,38341,24,0.600000,0.100000,21185,0.500000,0.900000,3.000000,5827
9,0.350000,3,8450,17155,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,17089,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25602,0.500000,5.000000,0.350000,0,7,6,0.870000,12737,4,0.600000,12,0.900000,8450,0.500000,14,12737,11,0.670000,1935,29570,0.150000,3,4,417,0.650000,38341,18,0.500000,0.650000,25602,0.350000,0.900000,4.000000,4161
10,0.600000,3,8450,17155,0.350000,0.020000,25,1.000000,0.220000,4-1-4-1,25605,0.500000,0.220000,0.150000,2,0.330000,15,0.100000,21314,0.500000,4.500000,0.900000,0,7,6,0.850000,12737,2,0.500000,13,0.650000,8450,0.500000,15,12737,12,0.600000,1936,25794,0.150000,31,4,418,0.650000,38405,16,0.100000,0.500000,21381,0.350000,0.900000,4.500000,4161
7,0.600000,3,12865,8581,0.350000,0.020000,25,1.000000,0.150000,5-4-1,25669,0.500000,0.220000,0.175000,0,0.220000,15,0.300000,21185,0.500000,5.000000,0.900000,0,6,5,0.850000,12865,33,0.500000,13,0.650000,8581,0.500000,5,12737,12,0.600000,1937,25669,0.150000,14,4,419,0.700000,38405,16,0.100000,0.100000,21251,0.500000,0.900000,4.000000,4161
9,0.350000,3,8450,17025,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,17089,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25602,0.500000,5.000000,0.350000,0,7,6,0.870000,12737,4,0.600000,12,0.900000,8450,0.500000,14,12737,11,0.670000,1938,29570,0.150000,3,4,420,0.650000,38405,18,0.500000,0.650000,25602,0.350000,0.900000,4.000000,4161
7,0.500000,3,12737,8450,0.500000,0.020000,26,2.000000,0.150000,5-2-1-2,21314,0.670000,0.220000,0.175000,1,0.220000,18,0.300000,21314,0.500000,6.000000,0.650000,0,6,5,0.870000,12737,29,0.500000,15,0.350000,8581,0.400000,4,12737,13,0.870000,1939,38405,0.150000,35,4,421,0.700000,38405,24,0.600000,0.100000,29634,0.500000,0.900000,2.000000,4161
7,0.600000,3,12737,8581,0.350000,0.020000,25,1.000000,0.150000,5-4-1,25602,0.500000,0.220000,0.175000,0,0.220000,15,0.300000,21314,0.500000,5.000000,0.900000,0,6,5,0.850000,12737,33,0.500000,13,0.650000,8581,0.500000,5,12737,12,0.600000,1940,25602,0.150000,14,4,422,0.700000,38213,16,0.100000,0.100000,21314,0.500000,0.900000,4.000000,4161
9,0.350000,3,8450,18306,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,17095,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25794,0.500000,5.000000,0.350000,0,7,6,0.870000,12865,4,0.600000,12,0.900000,8450,0.500000,14,12865,11,0.670000,1943,29957,0.150000,3,4,423,0.650000,38340,18,0.500000,0.650000,25794,0.350000,0.900000,4.000000,5827
7,0.600000,3,12737,8581,0.350000,0.020000,25,1.000000,0.150000,5-4-1,25669,0.500000,0.220000,0.175000,0,0.220000,15,0.300000,21185,0.500000,5.000000,0.900000,0,6,5,0.850000,12737,33,0.500000,13,0.650000,8581,0.500000,5,12737,12,0.600000,1944,25794,0.150000,14,4,424,0.700000,38405,16,0.100000,0.100000,21314,0.500000,0.900000,4.000000,4161
7,0.600000,3,12737,8386,0.350000,0.020000,25,1.000000,0.150000,5-4-1,25794,0.500000,0.220000,0.175000,0,0.220000,15,0.300000,21314,0.500000,5.000000,0.900000,0,6,5,0.850000,12737,33,0.500000,13,0.650000,8581,0.500000,5,12737,12,0.600000,1947,25794,0.150000,14,4,425,0.700000,38213,16,0.100000,0.100000,21314,0.500000,0.900000,4.000000,4161
9,0.350000,3,8386,17089,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,17089,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25602,0.500000,5.000000,0.350000,0,7,6,0.870000,12802,4,0.600000,12,0.900000,8513,0.500000,14,12737,11,0.670000,1951,29570,0.150000,3,4,426,0.650000,38405,18,0.500000,0.650000,25602,0.350000,0.900000,4.000000,5827
9,0.350000,3,8581,18306,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,17155,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25794,0.500000,5.000000,0.350000,0,7,6,0.870000,12737,4,0.600000,12,0.900000,8386,0.500000,14,12737,11,0.670000,1952,29570,0.150000,3,4,427,0.650000,38405,18,0.500000,0.650000,25602,0.350000,0.900000,4.000000,4162
9,0.350000,3,8386,17089,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,17089,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25729,0.500000,5.000000,0.350000,0,7,6,0.870000,12737,4,0.600000,12,0.900000,9987,0.500000,14,12737,11,0.670000,1958,29570,0.150000,3,4,428,0.650000,38341,18,0.500000,0.650000,25602,0.350000,0.900000,4.000000,4226
10,0.600000,3,8581,17025,0.350000,0.020000,25,1.000000,0.220000,4-1-4-1,25602,0.500000,0.220000,0.150000,2,0.330000,15,0.100000,21314,0.500000,4.500000,0.900000,0,7,6,0.850000,12737,2,0.500000,13,0.650000,8581,0.500000,15,12737,12,0.600000,1960,25602,0.150000,31,4,429,0.650000,38405,16,0.100000,0.500000,21314,0.350000,0.900000,4.500000,4226
9,0.350000,3,8386,17089,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,17025,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25729,0.500000,5.000000,0.350000,0,7,6,0.870000,12737,4,0.600000,12,0.900000,8386,0.500000,14,12737,11,0.670000,1961,29570,0.150000,3,4,430,0.650000,38275,18,0.500000,0.650000,25602,0.350000,0.900000,4.000000,4161
7,0.500000,3,14145,8581,0.500000,0.020000,26,2.000000,0.150000,5-2-1-2,21185,0.670000,0.220000,0.175000,1,0.220000,18,0.300000,21249,0.500000,6.000000,0.650000,0,6,5,0.870000,14145,29,0.500000,15,0.350000,8581,0.400000,4,12737,13,0.870000,1962,38405,0.150000,35,4,431,0.700000,38341,24,0.600000,0.100000,29570,0.500000,0.900000,2.000000,4161
12,0.500000,3,8450,25794,0.100000,0.020000,26,2.000000,0.220000,4-4-2,21185,0.600000,0.220000,0.150000,2,0.600000,16,0.100000,21314,0.500000,4.000000,0.650000,0,7,6,0.850000,12802,16,0.500000,15,0.350000,8450,0.400000,10,12737,13,0.850000,1968,38405,0.150000,11,4,432,0.650000,38213,24,0.600000,0.900000,25602,0.350000,0.900000,4.000000,4161
10,0.600000,3,8450,17089,0.350000,0.020000,25,1.000000,0.220000,4-1-4-1,25797,0.500000,0.220000,0.150000,2,0.330000,15,0.100000,21381,0.500000,4.500000,0.900000,0,7,6,0.850000,12737,2,0.500000,13,0.650000,8386,0.500000,15,12737,12,0.600000,1971,25605,0.150000,31,4,433,0.650000,38277,16,0.100000,0.500000,21314,0.350000,0.900000,4.500000,4161
13,0.500000,4,25602,21314,0.500000,0.020000,26,2.500000,0.560000,3-4-1-2,21185,0.670000,0.150000,0.150000,4,0.500000,18,0.900000,25602,0.500000,3.000000,0.350000,0,12,6,0.870000,12737,23,0.560000,16,0.100000,12806,0.400000,1,12802,15,0.870000,2014,38405,0.175000,29,5,434,0.500000,38405,24,0.600000,0.650000,29570,0.300000,0.700000,4.500000,4226
7,0.330000,3,12737,8450,0.350000,0.020000,26,2.000000,0.150000,5-3-2,17089,0.500000,0.220000,0.175000,1,0.220000,15,0.300000,21314,0.500000,5.000000,0.500000,0,6,5,0.850000,12737,31,0.500000,13,0.650000,8450,0.400000,4,12737,10,0.850000,2017,38405,0.150000,24,4,435,0.700000,38405,24,0.600000,0.100000,21185,0.500000,0.900000,3.000000,4161
13,0.480000,3,8513,21442,0.500000,0.020000,26,2.500000,0.220000,4-3-1-2,21251,0.700000,0.220000,0.150000,2,0.500000,18,0.100000,21442,0.500000,4.000000,0.500000,0,7,6,0.850000,12737,6,0.500000,15,0.350000,8513,0.400000,9,12865,14,0.850000,2038,38405,0.150000,34,4,436,0.650000,38341,24,0.600000,0.650000,29570,0.350000,0.900000,3.500000,4161
7,0.330000,3,12865,9987,0.350000,0.020000,26,2.000000,0.150000,5-3-2,17089,0.500000,0.220000,0.175000,1,0.220000,15,0.300000,21314,0.500000,5.000000,0.500000,0,6,5,0.850000,12737,31,0.500000,13,0.650000,8450,0.400000,4,12737,10,0.850000,2041,38405,0.150000,24,4,437,0.700000,38405,24,0.600000,0.100000,21314,0.500000,0.900000,3.000000,5827
12,0.500000,3,8450,25602,0.100000,0.020000,26,2.000000,0.220000,4-4-2,21442,0.600000,0.220000,0.150000,2,0.600000,16,0.100000,21185,0.500000,4.000000,0.650000,0,7,6,0.850000,12737,16,0.500000,15,0.350000,8450,0.400000,10,12737,13,0.850000,2055,38275,0.150000,11,4,438,0.650000,38213,24,0.600000,0.900000,25602,0.350000,0.900000,4.000000,4161
7,0.600000,3,12802,8450,0.350000,0.020000,25,1.000000,0.150000,5-4-1,25602,0.500000,0.220000,0.175000,0,0.220000,15,0.300000,21251,0.500000,5.000000,0.900000,0,6,5,0.850000,12737,33,0.500000,13,0.650000,8513,0.500000,5,12737,12,0.600000,2056,25797,0.150000,14,4,439,0.700000,38405,16,0.100000,0.100000,21442,0.500000,0.900000,4.000000,4161
12,0.500000,3,8386,25667,0.100000,0.020000,26,2.000000,0.220000,4-4-2,21314,0.600000,0.220000,0.150000,2,0.600000,16,0.100000,21185,0.500000,4.000000,0.650000,0,7,6,0.850000,12802,16,0.500000,15,0.350000,8386,0.400000,10,12737,13,0.850000,10020,38405,0.150000,11,4,440,0.650000,38405,24,0.600000,0.900000,25732,0.350000,0.900000,4.000000,4226
10,0.500000,3,8385,17153,0.900000,0.020000,27,3.000000,0.220000,4-3-3,21445,0.800000,0.220000,0.150000,3,0.330000,23,0.100000,21314,0.500000,4.000000,0.650000,0,7,6,0.800000,12806,9,0.500000,15,0.350000,8452,0.100000,6,12806,13,0.850000,10029,38277,0.150000,7,4,441,0.650000,33797,25,0.500000,0.500000,33989,0.350000,0.900000,3.000000,5827
13,0.500000,4,25729,21384,0.750000,0.020000,25,2.000000,0.560000,3-4-2-1,21319,0.700000,0.150000,0.150000,3,0.500000,17,0.900000,25667,0.500000,3.000000,0.350000,0,12,6,0.870000,12737,24,0.560000,16,0.100000,12865,0.500000,19,12865,15,0.700000,10030,29576,0.175000,21,5,442,0.500000,38405,19,0.250000,0.650000,29634,0.300000,0.700000,5.000000,5827
13,0.500000,4,25602,21314,0.750000,0.020000,25,2.000000,0.560000,3-4-2-1,21314,0.700000,0.150000,0.150000,3,0.500000,17,0.900000,25794,0.500000,3.000000,0.350000,0,12,6,0.870000,12802,24,0.560000,16,0.100000,12737,0.500000,19,12737,15,0.700000,10032,29957,0.175000,21,5,443,0.500000,38213,19,0.250000,0.650000,29570,0.300000,0.700000,5.000000,5827
9,0.350000,3,8386,17155,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,17089,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25729,0.500000,5.000000,0.350000,0,7,6,0.870000,12737,4,0.600000,12,0.900000,8386,0.500000,14,12737,11,0.670000,10846,29570,0.150000,3,4,444,0.650000,38213,18,0.500000,0.650000,25794,0.350000,0.900000,4.000000,4161
9,0.350000,3,8386,17089,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,17089,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25794,0.500000,5.000000,0.350000,0,7,6,0.870000,12737,4,0.600000,12,0.900000,8386,0.500000,14,12737,11,0.670000,15005,29570,0.150000,3,4,445,0.650000,38213,18,0.500000,0.650000,25794,0.350000,0.900000,4.000000,4161
9,0.350000,3,8386,17089,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,17155,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25794,0.500000,5.000000,0.350000,0,7,6,0.870000,12737,4,0.600000,12,0.900000,8581,0.500000,14,12865,11,0.670000,15006,29570,0.150000,3,4,446,0.650000,38405,18,0.500000,0.650000,25602,0.350000,0.900000,4.000000,4161
13,0.500000,4,25602,21442,0.750000,0.020000,25,2.000000,0.560000,3-4-2-1,21185,0.700000,0.150000,0.150000,3,0.500000,17,0.900000,25602,0.500000,3.000000,0.350000,0,12,6,0.870000,12737,24,0.560000,16,0.100000,12865,0.500000,19,12865,15,0.700000,15009,29570,0.175000,21,5,447,0.500000,38405,19,0.250000,0.650000,29570,0.300000,0.700000,5.000000,4226
9,0.350000,3,8386,17089,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,17155,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25729,0.500000,5.000000,0.350000,0,7,6,0.870000,12737,4,0.600000,12,0.900000,8581,0.500000,14,12737,11,0.670000,15012,29570,0.150000,3,4,448,0.650000,38341,18,0.500000,0.650000,25667,0.350000,0.900000,4.000000,4161
7,0.500000,3,12737,8450,0.500000,0.020000,26,2.000000,0.150000,5-2-1-2,21314,0.670000,0.220000,0.175000,1,0.220000,18,0.300000,21314,0.500000,6.000000,0.650000,0,6,5,0.870000,12737,29,0.500000,15,0.350000,8450,0.400000,4,12737,13,0.870000,15015,38341,0.150000,35,4,449,0.700000,38405,24,0.600000,0.100000,29570,0.500000,0.900000,2.000000,4161
13,0.500000,4,25605,21251,0.750000,0.020000,25,2.000000,0.560000,3-4-2-1,21314,0.700000,0.150000,0.150000,3,0.500000,17,0.900000,25602,0.500000,3.000000,0.350000,0,12,6,0.870000,12802,24,0.560000,16,0.100000,12865,0.500000,19,12737,15,0.700000,15040,29634,0.175000,21,5,450,0.500000,38275,19,0.250000,0.650000,29570,0.300000,0.700000,5.000000,4161
7,0.600000,3,12737,8581,0.350000,0.020000,25,1.000000,0.150000,5-4-1,25669,0.500000,0.220000,0.175000,0,0.220000,15,0.300000,21381,0.500000,5.000000,0.900000,0,6,5,0.850000,12737,33,0.500000,13,0.650000,8581,0.500000,5,12737,12,0.600000,15048,25669,0.150000,14,4,451,0.700000,38405,16,0.100000,0.100000,21185,0.500000,0.900000,4.000000,4161
13,0.500000,4,25602,21314,0.500000,0.020000,26,2.500000,0.560000,3-4-1-2,21314,0.670000,0.150000,0.150000,4,0.500000,18,0.900000,25602,0.500000,3.000000,0.350000,0,12,6,0.870000,12737,23,0.560000,16,0.100000,12865,0.400000,1,12802,15,0.870000,100087,38405,0.175000,29,5,452,0.500000,38405,24,0.600000,0.650000,30341,0.300000,0.700000,4.500000,4161
10,0.500000,3,8450,17089,0.900000,0.020000,27,3.000000,0.220000,4-3-3,21314,0.800000,0.220000,0.150000,3,0.330000,23,0.100000,21314,0.500000,4.000000,0.650000,0,7,6,0.800000,12802,9,0.500000,15,0.350000,8386,0.100000,6,12737,13,0.850000,100135,38405,0.150000,7,4,453,0.650000,33794,25,0.500000,0.500000,33794,0.350000,0.900000,3.000000,4226
9,0.350000,3,8450,17089,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,17089,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25602,0.500000,5.000000,0.350000,0,7,6,0.870000,12865,4,0.600000,12,0.900000,8386,0.500000,14,12737,11,0.670000,100325,29570,0.150000,3,4,454,0.650000,38341,18,0.500000,0.650000,25602,0.350000,0.900000,4.000000,4161
13,0.500000,4,25729,21191,0.750000,0.020000,25,2.000000,0.560000,3-4-2-1,21249,0.700000,0.150000,0.150000,3,0.500000,17,0.900000,25729,0.500000,3.000000,0.350000,0,12,6,0.870000,12737,24,0.560000,16,0.100000,14148,0.500000,19,12806,15,0.700000,100409,29576,0.175000,21,5,455,0.500000,38210,19,0.250000,0.650000,29957,0.300000,0.700000,5.000000,5827
12,0.500000,3,8452,25605,0.100000,0.020000,25,1.500000,0.220000,4-4-1-1,21185,0.560000,0.220000,0.150000,2,0.560000,16,0.100000,21384,0.500000,4.000000,0.650000,0,7,6,0.870000,12737,18,0.500000,15,0.350000,8386,0.500000,14,12867,13,0.670000,100632,29957,0.150000,18,4,456,0.650000,38410,18,0.500000,0.900000,25797,0.350000,0.900000,4.500000,4161
9,0.350000,3,8385,17089,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,17089,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25602,0.500000,5.000000,0.350000,0,7,6,0.870000,12737,4,0.600000,12,0.900000,8450,0.500000,14,12865,11,0.670000,100634,29576,0.150000,3,4,457,0.650000,38213,18,0.500000,0.650000,25605,0.350000,0.900000,4.000000,4161
13,0.500000,4,25732,21251,0.750000,0.020000,25,2.000000,0.560000,3-4-2-1,21314,0.700000,0.150000,0.150000,3,0.500000,17,0.900000,25732,0.500000,3.000000,0.350000,0,12,6,0.870000,12867,24,0.560000,16,0.100000,12737,0.500000,19,12737,15,0.700000,100638,29637,0.175000,21,5,458,0.500000,38410,19,0.250000,0.650000,29576,0.300000,0.700000,5.000000,4161
12,0.500000,3,8513,25605,0.100000,0.020000,25,1.500000,0.220000,4-4-1-1,21314,0.560000,0.220000,0.150000,2,0.560000,16,0.100000,21191,0.500000,4.000000,0.650000,0,7,6,0.870000,12737,18,0.500000,15,0.350000,8450,0.500000,14,12737,13,0.670000,100646,29570,0.150000,18,4,459,0.650000,38210,18,0.500000,0.900000,25605,0.350000,0.900000,4.500000,4161
10,0.500000,3,8450,17089,0.900000,0.020000,27,3.000000,0.220000,4-3-3,21314,0.800000,0.220000,0.150000,3,0.330000,23,0.100000,21381,0.500000,4.000000,0.650000,0,7,6,0.800000,12737,9,0.500000,15,0.350000,8450,0.100000,6,12802,13,0.850000,100757,38275,0.150000,7,4,460,0.650000,33794,25,0.500000,0.500000,33986,0.350000,0.900000,3.000000,4161
13,0.480000,3,8450,21381,0.900000,0.020000,27,3.000000,0.220000,4-3-3,21314,0.800000,0.220000,0.150000,3,0.500000,23,0.100000,21314,0.500000,4.000000,0.500000,0,7,6,0.800000,12737,8,0.500000,15,0.350000,8450,0.100000,6,12737,14,0.850000,100759,38405,0.150000,17,4,461,0.650000,33986,25,0.500000,0.650000,33794,0.350000,0.900000,3.000000,4161
13,0.500000,3,8513,21314,0.900000,0.020000,27,3.000000,0.220000,4-3-3,21314,0.800000,0.220000,0.150000,3,0.500000,23,0.100000,29570,0.500000,4.000000,0.350000,0,7,6,0.800000,12737,11,0.670000,18,0.500000,8450,0.100000,6,12802,15,0.870000,100761,38405,0.150000,4,4,462,0.650000,33986,25,0.500000,0.650000,33794,0.350000,0.900000,3.000000,4161
13,0.500000,4,25602,21381,0.500000,0.020000,26,2.500000,0.560000,3-4-1-2,21314,0.670000,0.150000,0.150000,4,0.500000,18,0.900000,25602,0.500000,3.000000,0.350000,0,12,6,0.870000,12802,23,0.560000,16,0.100000,12737,0.400000,1,12737,15,0.870000,100805,38405,0.175000,29,5,463,0.500000,38213,24,0.600000,0.650000,29570,0.300000,0.700000,4.500000,4161
12,0.500000,3,8386,25602,0.100000,0.020000,26,2.000000,0.220000,4-4-2,21384,0.600000,0.220000,0.150000,2,0.600000,16,0.100000,21445,0.500000,4.000000,0.650000,0,7,6,0.850000,12865,16,0.500000,15,0.350000,8386,0.400000,10,12865,13,0.850000,100852,38405,0.150000,11,4,464,0.650000,38405,24,0.600000,0.900000,25602,0.350000,0.900000,4.000000,4161
9,0.350000,3,8385,17089,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,18306,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25667,0.500000,5.000000,0.350000,0,7,6,0.870000,12737,4,0.600000,12,0.900000,8450,0.500000,14,12737,11,0.670000,100888,29570,0.150000,3,4,465,0.650000,38405,18,0.500000,0.650000,25794,0.350000,0.900000,4.000000,4161
9,0.350000,3,8386,17089,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,17025,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25794,0.500000,5.000000,0.350000,0,7,6,0.870000,14145,4,0.600000,12,0.900000,9987,0.500000,14,12737,11,0.670000,101014,29957,0.150000,3,4,466,0.650000,38405,18,0.500000,0.650000,25602,0.350000,0.900000,4.000000,5827
9,0.350000,3,8513,17025,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,17155,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25602,0.500000,5.000000,0.350000,0,7,6,0.870000,12737,4,0.600000,12,0.900000,8386,0.500000,14,12737,11,0.670000,101020,29634,0.150000,3,4,467,0.650000,38213,18,0.500000,0.650000,25602,0.350000,0.900000,4.000000,5827
10,0.600000,3,8513,17089,0.350000,0.020000,25,1.000000,0.220000,4-1-4-1,25794,0.500000,0.220000,0.150000,2,0.330000,15,0.100000,21381,0.500000,4.500000,0.900000,0,7,6,0.850000,12737,2,0.500000,13,0.650000,8450,0.500000,15,12737,12,0.600000,101025,25602,0.150000,31,4,468,0.650000,38341,16,0.100000,0.500000,21442,0.350000,0.900000,4.500000,4161
13,0.500000,4,25602,21314,0.500000,0.020000,26,2.500000,0.560000,3-4-1-2,21185,0.670000,0.150000,0.150000,4,0.500000,18,0.900000,25602,0.500000,3.000000,0.350000,0,12,6,0.870000,12737,23,0.560000,16,0.100000,12737,0.400000,1,12737,15,0.870000,101026,38405,0.175000,29,5,469,0.500000,38275,24,0.600000,0.650000,29570,0.300000,0.700000,4.500000,4226
9,0.350000,3,8450,17089,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,17089,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25602,0.500000,5.000000,0.350000,0,7,6,0.870000,12865,4,0.600000,12,0.900000,8386,0.500000,14,12737,11,0.670000,101032,29570,0.150000,3,4,470,0.650000,38275,18,0.500000,0.650000,25794,0.350000,0.900000,4.000000,4161
13,0.500000,3,8450,21185,0.900000,0.020000,27,3.000000,0.220000,4-3-3,21185,0.800000,0.220000,0.150000,3,0.500000,23,0.100000,29634,0.500000,4.000000,0.350000,0,7,6,0.800000,12737,11,0.670000,18,0.500000,8513,0.100000,6,12737,15,0.870000,101033,38213,0.150000,4,4,471,0.650000,33794,25,0.500000,0.650000,33794,0.350000,0.900000,3.000000,5827
9,0.350000,3,8450,17155,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,17089,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25602,0.500000,5.000000,0.350000,0,7,6,0.870000,12737,4,0.600000,12,0.900000,8450,0.500000,14,12737,11,0.670000,101037,29570,0.150000,3,4,472,0.650000,38405,18,0.500000,0.650000,25602,0.350000,0.900000,4.000000,4161
12,0.500000,3,8386,25667,0.100000,0.020000,25,1.500000,0.220000,4-4-1-1,21314,0.560000,0.220000,0.150000,2,0.560000,16,0.100000,21314,0.500000,4.000000,0.650000,0,7,6,0.870000,12865,18,0.500000,15,0.350000,8581,0.500000,14,12865,13,0.670000,101047,29570,0.150000,18,4,473,0.650000,38405,18,0.500000,0.900000,25602,0.350000,0.900000,4.500000,4161
13,0.480000,3,8386,21442,0.900000,0.020000,27,3.000000,0.220000,4-3-3,21314,0.800000,0.220000,0.150000,3,0.500000,23,0.100000,21381,0.500000,4.000000,0.500000,0,7,6,0.800000,12737,8,0.500000,15,0.350000,8386,0.100000,6,12737,14,0.850000,101059,38405,0.150000,17,4,474,0.650000,33986,25,0.500000,0.650000,33797,0.350000,0.900000,3.000000,4161
