jerseynumber,artificialkey,leaguegoalsprevmatch,isamongtopscorers,leaguegoals,injury,istopscorer,leaguegoalsprevthreematches,reds,yellows,teamid,isamongtopscorersinteam,form,leagueappearances,position,playerid
26,14041,0,0,0,0,0,0,0,0,780,0,3,0,13,275446
6,14042,0,0,0,0,0,0,0,0,780,0,3,0,15,238086
17,14043,0,0,3,0,0,0,0,0,780,1,3,0,16,263049
28,14044,0,0,0,0,0,0,0,0,780,0,3,0,18,276129
29,14045,0,0,3,0,0,1,0,0,780,1,3,0,24,78797
7,14046,0,1,8,0,0,0,0,0,780,1,3,0,26,70049
24,14047,0,0,0,0,0,0,0,0,780,0,3,0,28,202518
8,14048,0,0,0,0,0,0,0,0,780,0,3,0,28,229819
3,14049,0,0,0,0,0,0,0,0,780,0,3,0,28,242547
25,14050,0,0,0,0,0,0,0,0,780,0,3,0,28,257029
77,14051,0,0,0,0,0,0,0,0,780,0,3,0,28,78786
15,14052,0,0,0,0,0,0,0,0,780,0,3,0,28,80328
18,14053,0,0,1,0,0,0,0,0,780,0,3,0,28,78795
9,14054,0,0,0,0,0,0,0,0,780,0,3,0,28,216387
13,14055,0,0,2,0,0,0,0,0,780,1,3,0,28,79942
34,14056,0,0,0,0,0,0,0,0,780,0,3,0,28,78787
19,14057,0,0,0,0,0,0,0,0,780,0,3,0,28,83439
14,14058,0,0,0,0,0,0,0,0,780,0,3,0,28,78792
36,14059,0,0,0,0,0,0,0,0,780,0,3,0,29,244553
47,14060,0,0,0,0,0,0,0,0,780,0,3,0,29,83117
22,14061,0,0,0,0,0,0,0,0,780,0,3,0,29,79944
38,14062,0,0,0,0,0,0,0,0,780,0,3,0,29,79945
21,14063,0,0,0,0,0,0,0,0,780,0,3,0,29,79943
20,14064,0,0,0,0,0,0,0,0,780,0,3,0,29,79940
50,14065,0,0,0,0,0,0,0,0,780,0,3,0,29,83750
40,14066,0,0,0,0,0,0,0,0,2017,0,3,0,0,277669
95,14067,0,0,0,0,0,0,0,0,2017,0,3,0,3,276123
18,14068,0,0,2,0,0,1,0,0,2017,1,3,0,4,270034
19,14069,0,0,1,0,0,0,0,0,2017,0,3,0,5,208247
6,14070,0,0,0,0,0,0,0,0,2017,0,3,0,6,79785
33,14071,0,0,1,0,0,0,0,0,2017,0,3,0,7,74086
4,14072,0,0,0,0,0,0,0,0,2017,0,3,0,10,73188
28,14073,0,0,1,0,0,0,0,0,2017,0,3,0,13,244435
23,14074,0,0,1,0,0,0,0,0,2017,0,3,0,15,203615
22,14075,0,0,3,0,0,0,0,0,2017,1,3,0,24,73205
7,14076,0,1,10,0,1,0,0,0,2017,1,3,0,26,276178
5,14077,0,0,0,0,0,0,0,0,2017,0,3,0,28,244438
8,14078,0,0,0,0,0,0,0,0,2017,0,3,0,28,274091
2,14079,0,0,0,0,0,0,0,0,2017,0,3,0,28,277865
27,14080,0,0,0,0,0,0,0,0,2017,0,3,0,28,75498
1,14081,0,0,0,0,0,0,0,0,2017,0,3,0,28,257304
79,14082,0,0,2,0,0,0,0,0,2017,1,3,0,28,272562
11,14083,0,0,1,0,0,0,0,0,2017,0,3,0,28,276811
30,14084,0,0,3,0,0,0,0,0,2017,1,3,0,28,266162
77,14085,0,0,0,0,0,0,0,0,2017,0,3,0,28,77699
21,14086,0,0,0,0,0,0,0,0,2017,0,3,0,28,259678
17,14087,0,0,0,0,0,0,0,0,2017,0,3,0,28,73187
16,14088,0,0,0,0,0,0,0,0,2017,0,3,0,28,251230
3,14089,0,0,1,0,0,0,0,0,2017,0,3,0,29,72018
61,14090,0,0,0,0,0,0,0,0,2017,0,3,0,29,81474
20,14091,0,0,0,0,0,0,0,0,2017,0,3,0,29,79784
25,14092,0,0,0,0,0,0,0,0,2017,0,3,0,29,76470
44,14093,0,0,0,0,0,0,0,0,2017,0,3,0,29,276450
14,14094,0,0,0,0,0,0,0,0,2017,0,3,0,29,258806
1,14095,0,0,0,0,0,0,0,0,15009,0,3,0,0,205759
27,14096,0,0,1,0,0,1,0,0,15009,1,3,0,4,73141
23,14097,0,0,0,0,0,0,0,0,15009,0,3,0,5,223426
17,14098,0,0,0,0,0,0,0,0,15009,0,3,0,6,223427
25,14099,0,0,0,0,0,0,0,0,15009,0,3,0,12,239476
6,14100,0,0,0,0,0,0,0,0,15009,0,3,0,13,240481
8,14101,0,0,0,0,0,0,0,0,15009,0,3,0,15,229477
29,14102,0,0,2,0,0,1,0,0,15009,1,3,0,16,276188
28,14103,0,0,1,0,0,1,0,0,15009,1,3,0,17,79934
18,14104,0,0,7,0,0,0,0,0,15009,1,3,0,19,262384
10,14105,0,0,5,0,0,0,0,0,15009,1,3,0,25,70327
9,14106,0,0,0,0,0,0,0,0,15009,0,3,0,28,257080
14,14107,0,0,0,0,0,0,0,0,15009,0,3,0,28,264877
22,14108,0,0,0,0,0,0,0,0,15009,0,3,0,28,262183
5,14109,0,0,0,0,0,0,0,0,15009,0,3,0,28,228058
31,14110,0,0,0,0,0,0,0,0,15009,0,3,0,28,79933
20,14111,0,0,1,0,0,0,0,0,15009,1,3,0,28,199215
7,14112,0,0,0,0,0,0,0,0,15009,0,3,0,28,258821
11,14113,0,0,1,0,0,0,0,0,15009,1,3,0,28,277470
26,14114,0,0,1,0,0,0,0,0,15009,1,3,0,28,75740
33,14115,0,0,0,0,0,0,0,0,15009,0,3,0,28,277446
16,14116,0,0,0,0,0,0,0,0,15009,0,3,0,28,83729
19,14117,0,0,0,0,0,0,0,0,15009,0,3,0,28,274853
30,14118,0,0,0,0,0,0,0,0,15009,0,3,0,29,73608
40,14119,0,0,2,0,0,0,0,0,15009,1,3,0,29,275642
21,14120,0,0,0,0,0,0,0,0,15009,0,3,0,29,79372
24,14121,0,0,0,0,0,0,0,0,15009,0,3,0,29,73604
40,14122,0,0,0,0,0,0,0,0,15040,0,3,0,0,270996
23,14123,0,0,1,0,0,0,0,0,15040,0,3,0,4,79772
14,14124,1,0,1,0,0,1,0,0,15040,0,3,0,5,268429
5,14125,0,0,2,0,0,0,0,0,15040,1,3,0,6,259082
7,14126,0,0,0,0,0,0,0,0,15040,0,3,0,12,73209
4,14127,0,1,9,0,0,1,0,0,15040,1,3,0,13,231840
30,14128,0,0,1,0,0,0,0,0,15040,0,3,0,15,248471
20,14129,0,0,2,0,0,0,0,0,15040,1,3,0,16,270136
37,14130,0,0,4,0,0,0,0,0,15040,1,3,0,17,265185
10,14131,0,0,0,0,0,0,0,0,15040,0,3,0,19,251499
8,14132,0,0,7,0,0,3,0,0,15040,1,3,0,25,240019
17,14133,0,0,0,0,0,0,0,0,15040,0,3,0,28,258273
28,14134,0,0,0,0,0,0,0,0,15040,0,3,0,28,271004
3,14135,0,0,0,0,0,0,0,0,15040,0,3,0,28,250780
27,14136,0,0,0,0,0,0,0,0,15040,0,3,0,28,270279
1,14137,0,0,0,0,0,0,0,0,15040,0,3,0,28,263092
11,14138,0,0,1,0,0,0,0,0,15040,0,3,0,28,258510
16,14139,0,0,1,0,0,0,0,0,15040,0,3,0,28,200433
9,14140,1,0,1,0,0,1,0,0,15040,0,3,0,28,278254
21,14141,0,0,0,0,0,0,0,0,15040,0,3,0,28,277002
13,14142,0,0,0,0,0,0,0,0,15040,0,3,0,28,277445
6,14143,0,0,0,0,0,0,0,0,15040,0,3,0,28,258822
19,14144,0,0,0,0,0,0,0,0,15040,0,3,0,28,79777
32,14145,0,0,0,0,0,0,0,0,15040,0,3,0,29,79773
15,14146,0,0,0,0,0,0,0,0,15040,0,3,0,29,76981
31,14147,0,0,0,0,0,0,0,0,15040,0,3,0,29,79776
18,14148,0,0,0,0,0,0,0,0,15040,0,3,0,29,79774
22,14149,0,0,0,0,0,0,0,0,15040,0,3,0,29,79778
58,14150,0,0,0,0,0,0,0,0,110720,0,3,0,0,239816
17,14151,0,0,0,0,0,0,0,0,110720,0,3,0,4,276122
15,14152,0,0,0,0,0,0,0,0,110720,0,3,0,5,233435
2,14153,0,0,0,0,0,0,0,0,110720,0,3,0,6,224267
29,14154,0,0,0,0,0,0,0,0,110720,0,3,0,12,239709
20,14155,0,0,5,0,0,1,0,0,110720,1,3,0,13,275639
19,14156,0,0,0,0,0,0,0,0,110720,0,3,0,15,275634
60,14157,0,0,0,0,0,0,0,0,110720,0,3,0,16,221956
30,14158,0,0,1,0,0,1,0,0,110720,1,3,0,18,261180
9,14159,0,0,3,0,0,0,0,0,110720,1,3,0,24,226958
18,14160,0,0,6,0,0,0,0,0,110720,1,3,0,26,251412
26,14161,0,0,0,0,0,0,0,0,110720,0,3,0,28,270512
6,14162,0,0,1,0,0,0,0,0,110720,1,3,0,28,258973
16,14163,0,0,1,0,0,0,0,0,110720,1,3,0,28,265425
4,14164,0,0,0,0,0,0,0,0,110720,0,3,0,28,273931
24,14165,0,0,0,0,0,0,0,0,110720,0,3,0,28,76472
14,14166,0,0,1,0,0,0,0,0,110720,1,3,0,28,262383
8,14167,0,0,0,0,0,0,0,0,110720,0,3,0,28,262839
5,14168,0,0,0,0,0,0,0,0,110720,0,3,0,28,256861
27,14169,0,0,1,0,0,0,0,0,110720,1,3,0,28,224271
13,14170,0,0,0,0,0,0,0,0,110720,0,3,0,28,79924
32,14171,0,0,0,0,0,0,0,0,110720,0,3,0,28,71283
23,14172,1,0,1,0,0,1,0,0,110720,1,3,0,28,244811
31,14173,0,0,0,0,0,0,0,0,110720,0,3,0,29,275631
22,14174,0,0,0,0,0,0,0,0,110720,0,3,0,29,83832
21,14175,0,0,0,0,0,0,0,0,110720,0,3,0,29,79926
7,14176,0,0,0,0,0,0,0,0,110720,0,3,0,29,271605
11,14177,0,0,0,0,0,0,0,0,110720,0,3,0,29,70585
28,14178,0,0,0,0,0,0,0,0,110720,0,3,0,29,247041
10,14179,0,0,0,0,0,0,0,0,110720,0,3,0,29,263313
12,14180,0,0,0,0,0,0,0,0,111822,0,3,0,0,257497
22,14181,1,0,1,0,0,1,0,0,111822,0,3,0,4,229818
15,14182,0,0,0,0,0,0,0,0,111822,0,3,0,5,70869
37,14183,0,0,0,0,0,0,0,0,111822,0,3,0,6,262955
18,14184,0,0,4,0,0,0,0,0,111822,1,3,0,9,220925
8,14185,0,0,1,0,0,0,0,0,111822,0,3,0,11,210482
2,14186,0,0,1,0,0,1,0,0,111822,0,3,0,12,73121
77,14187,0,0,2,0,0,0,0,0,111822,1,3,0,16,223676
20,14188,0,0,6,0,0,0,0,0,111822,1,3,0,18,73288
9,14189,0,0,2,0,0,1,0,0,111822,1,3,0,24,73952
7,14190,0,0,1,0,0,0,0,0,111822,0,3,0,26,264867
10,14191,0,0,2,0,0,0,0,0,111822,1,3,0,28,221896
31,14192,0,0,0,0,0,0,0,0,111822,0,3,0,28,78788
25,14193,0,0,0,0,0,0,0,0,111822,0,3,0,28,80003
35,14194,0,0,1,0,0,0,0,0,111822,0,3,0,28,79371
1,14195,0,0,0,0,0,0,0,0,111822,0,3,0,28,256537
30,14196,0,0,1,0,0,0,0,0,111822,0,3,0,28,267761
34,14197,0,0,0,0,0,0,0,0,111822,0,3,0,28,73610
17,14198,0,0,1,0,0,0,0,0,111822,0,3,0,28,226705
24,14199,0,0,0,0,0,0,0,0,111822,0,3,0,28,256658
21,14200,0,0,0,0,0,0,0,0,111822,0,3,0,28,263137
13,14201,0,0,0,0,0,0,0,0,111822,0,3,0,28,279125
32,14202,0,0,6,0,0,0,0,0,111822,1,3,0,28,193260
23,14203,0,0,0,0,0,0,0,0,111822,0,3,0,29,76801
70,14204,0,0,0,0,0,0,0,0,111822,0,3,0,29,83815
6,14205,0,0,0,0,0,0,0,0,111822,0,3,0,29,79817
11,14206,0,0,0,0,0,0,0,0,111822,0,3,0,29,81329
3,14207,0,0,0,0,0,0,0,0,111822,0,3,0,29,81330
14,14208,0,0,0,0,0,0,0,0,111822,0,3,0,29,81475
4,14209,0,0,0,0,0,0,0,0,111822,0,3,0,29,266870
12,14210,0,0,0,0,0,0,0,0,113616,0,3,0,0,70524
82,14211,0,0,1,0,0,0,0,0,113616,1,3,0,4,279209
2,14212,0,0,1,0,0,0,0,0,113616,1,3,0,5,247031
3,14213,0,0,0,0,0,0,0,0,113616,0,3,0,6,73292
6,14214,0,0,0,0,0,0,0,0,113616,0,3,0,10,265799
14,14215,0,0,0,0,0,0,0,0,113616,0,3,0,12,241552
20,14216,0,0,0,0,0,0,0,0,113616,0,3,0,13,72541
8,14217,0,0,0,0,0,0,0,0,113616,0,3,0,15,244783
32,14218,0,0,1,0,0,0,0,0,113616,1,3,0,16,244181
22,14219,0,0,7,0,0,1,0,0,113616,1,3,0,24,79373
25,14220,0,0,3,0,0,1,0,0,113616,1,3,0,26,79931
28,14221,0,0,0,0,0,0,0,0,113616,0,3,0,28,239393
7,14222,0,0,1,0,0,0,0,0,113616,1,3,0,28,244522
4,14223,0,0,0,0,0,0,0,0,113616,0,3,0,28,256967
15,14224,0,0,0,0,0,0,0,0,113616,0,3,0,28,72538
1,14225,0,0,0,0,0,0,0,0,113616,0,3,0,28,72534
11,14226,0,0,3,0,0,0,0,0,113616,1,3,0,28,78793
10,14227,0,0,1,0,0,0,0,0,113616,1,3,0,28,72542
21,14228,0,0,0,0,0,0,0,0,113616,0,3,0,28,79375
9,14229,0,0,5,0,0,0,0,0,113616,1,3,0,28,216582
26,14230,0,0,0,0,0,0,0,0,113616,0,3,0,28,72535
17,14231,0,0,0,0,0,0,0,0,113616,0,3,0,28,74361
18,14232,0,0,0,0,0,0,0,0,113616,0,3,0,28,76964
27,14233,0,0,0,0,0,0,0,0,113616,0,3,0,29,72537
24,14234,0,0,0,0,0,0,0,0,113616,0,3,0,29,79369
23,14235,0,0,0,0,0,0,0,0,113616,0,3,0,29,84385
98,14236,0,0,0,0,0,0,0,0,113616,0,3,0,29,229885
31,14237,0,0,0,0,0,0,0,0,113616,0,3,0,29,79932
1,14238,0,0,0,0,0,0,0,0,980,0,3,0,0,210941
4,14239,0,0,2,0,0,0,0,0,980,0,3,0,3,274694
45,14240,0,0,0,0,0,0,0,0,980,0,3,0,4,238354
98,14241,0,0,1,0,0,0,0,0,980,0,3,0,6,263034
16,14242,0,0,1,0,0,0,0,0,980,0,3,0,7,222052
70,14243,0,0,2,0,0,0,0,0,980,0,3,0,12,237091
44,14244,0,0,0,0,0,0,0,0,980,0,3,0,13,238098
30,14245,0,0,0,0,0,0,0,0,980,0,3,0,15,260474
17,14246,0,0,4,0,0,0,0,0,980,1,3,0,16,256370
10,14247,0,1,13,0,0,0,0,0,980,1,3,0,24,213189
19,14248,0,0,1,0,0,0,0,0,980,0,3,0,26,251580
27,14249,0,0,2,0,0,0,0,0,980,0,3,0,28,234276
77,14250,1,0,3,0,0,1,0,0,980,1,3,0,28,258358
33,14251,0,0,0,0,0,0,0,0,980,0,3,0,28,244800
3,14252,0,0,0,0,0,0,0,0,980,0,3,0,28,250896
25,14253,0,0,0,0,0,0,0,0,980,0,3,0,28,261106
9,14254,0,0,0,0,0,0,0,0,980,0,3,0,28,255686
2,14255,0,0,0,0,0,0,0,0,980,0,3,0,28,252320
8,14256,0,0,1,0,0,0,0,0,980,0,3,0,28,263787
23,14257,0,0,0,0,0,0,0,0,980,0,3,0,28,235465
6,14258,0,0,0,0,0,0,0,0,980,0,3,0,28,233770
5,14259,0,0,0,0,0,0,0,0,980,0,3,0,28,191915
99,14260,0,0,5,0,0,0,0,0,980,1,3,0,28,228534
7,14261,1,0,5,0,0,3,0,0,980,1,3,0,29,247471
20,14262,0,0,0,0,0,0,0,0,980,0,3,0,29,243175
22,14263,0,0,0,0,0,0,0,0,980,0,3,0,29,232626
31,14264,0,0,0,0,0,0,0,0,980,0,3,0,29,71207
40,14265,0,0,0,0,0,0,0,0,980,0,3,0,29,259255
13,14266,0,0,0,0,0,0,0,0,980,0,3,0,29,236586
14,14267,0,0,3,0,0,0,0,0,980,1,3,0,29,243173
11,14268,0,0,1,0,0,0,0,0,980,0,3,0,29,246937
97,14269,0,0,0,0,0,0,0,0,980,0,3,0,29,85149
96,14270,0,0,0,0,0,0,0,0,980,0,3,0,29,85140
95,14271,0,0,0,0,0,0,0,0,980,0,3,0,29,85153
94,14272,0,0,0,0,0,0,0,0,980,0,3,0,29,85143
31,14273,0,0,0,0,0,0,0,0,982,0,3,0,0,221912
16,14274,0,0,1,0,0,0,0,0,982,0,3,0,3,251161
5,14275,0,0,1,0,0,0,0,0,982,0,3,0,4,73466
37,14276,0,0,0,0,0,0,0,0,982,0,3,0,6,263029
22,14277,0,0,2,0,0,0,0,0,982,1,3,0,7,213317
8,14278,0,0,1,0,0,0,0,0,982,0,3,0,10,237101
10,14279,0,0,6,0,0,0,0,0,982,1,3,0,12,254225
42,14280,0,0,0,0,0,0,0,0,982,0,3,0,13,83061
7,14281,0,0,2,0,0,0,0,0,982,1,3,0,15,234264
34,14282,0,0,4,0,0,0,0,0,982,1,3,0,16,248188
9,14283,0,0,1,0,0,0,0,0,982,0,3,0,25,236757
27,14284,0,0,6,0,0,0,0,0,982,1,3,0,28,229694
6,14285,0,0,0,0,0,0,0,0,982,0,3,0,28,83830
66,14286,0,0,1,0,0,0,0,0,982,0,3,0,28,243824
40,14287,0,0,1,0,0,0,0,0,982,0,3,0,28,266196
25,14288,0,0,0,0,0,0,0,0,982,0,3,0,28,234748
11,14289,0,0,0,0,0,0,0,0,982,0,3,0,28,231868
41,14290,0,0,1,0,0,0,0,0,982,0,3,0,28,273787
18,14291,1,0,7,0,0,2,0,0,982,1,3,0,28,234222
19,14292,0,0,0,0,0,0,0,0,982,0,3,0,28,246930
20,14293,0,0,0,0,0,0,0,0,982,0,3,0,28,232997
36,14294,0,0,0,0,0,0,0,0,982,0,3,0,28,80158
4,14295,0,0,0,0,0,0,0,0,982,0,3,0,28,238574
71,14296,0,0,0,0,0,0,0,0,982,0,3,0,29,76892
99,14297,0,0,0,0,0,0,0,0,982,0,3,0,29,76886
1,14298,0,0,0,0,0,0,0,0,982,0,3,0,29,267946
17,14299,0,0,0,0,0,0,0,0,982,0,3,0,29,273792
23,14300,0,0,0,0,0,0,0,0,982,0,3,0,29,83059
26,14301,0,0,0,0,0,0,0,0,982,0,3,0,29,244582
88,14302,0,0,0,0,0,0,0,0,982,0,3,0,29,266198
21,14303,0,0,0,0,0,0,0,0,1473,0,3,0,0,212432
96,14304,0,0,0,0,0,0,0,0,1473,0,3,0,3,71412
4,14305,0,0,1,0,0,0,0,0,1473,0,3,0,4,274672
28,14306,0,0,0,0,0,0,0,0,1473,0,3,0,6,242826
26,14307,0,0,2,0,0,0,0,0,1473,1,3,0,7,255035
6,14308,0,0,2,0,0,0,0,0,1473,1,3,0,10,213471
17,14309,0,0,1,0,0,0,0,0,1473,0,3,0,12,222734
24,14310,0,0,0,0,0,0,0,0,1473,0,3,0,13,228009
10,14311,0,1,12,0,0,0,0,0,1473,1,3,0,15,245054
14,14312,0,0,1,0,0,0,0,0,1473,0,3,0,16,238578
99,14313,0,0,0,0,0,0,0,0,1473,0,3,0,25,270203
8,14314,0,0,1,0,0,0,0,0,1473,0,3,0,28,247748
33,14315,0,0,0,0,0,0,0,0,1473,0,3,0,28,274415
15,14316,0,0,0,0,0,0,0,0,1473,0,3,0,28,227790
66,14317,0,0,0,0,0,0,0,0,1473,0,3,0,28,220616
23,14318,0,0,0,0,0,0,0,0,1473,0,3,0,28,237097
18,14319,0,0,3,0,0,0,0,0,1473,1,3,0,28,255868
27,14320,0,0,0,0,0,0,0,0,1473,0,3,0,28,76313
9,14321,0,0,3,0,0,0,0,0,1473,1,3,0,28,238224
2,14322,0,0,0,0,0,0,0,0,1473,0,3,0,28,237965
19,14323,0,0,0,0,0,0,0,0,1473,0,3,0,28,201528
91,14324,0,0,0,0,0,0,0,0,1473,0,3,0,28,247354
22,14325,0,0,0,0,0,0,0,0,1473,0,3,0,28,275017
72,14326,0,0,1,0,0,1,0,0,1473,0,3,0,29,77190
77,14327,0,0,0,0,0,0,0,0,1473,0,3,0,29,221567
16,14328,0,0,0,0,0,0,0,0,1473,0,3,0,29,74008
11,14329,0,0,9,0,0,0,0,0,1473,1,3,0,29,77840
1,14330,0,0,0,0,0,0,0,0,1473,0,3,0,29,83758
43,14331,0,0,0,0,0,0,0,0,1473,0,3,0,29,83759
20,14332,0,0,2,0,0,0,0,0,1473,1,3,0,29,70634
13,14333,0,0,0,0,0,0,0,0,1473,0,3,0,29,77218
1,14334,0,0,0,0,0,0,0,0,1474,0,3,0,0,212915
17,14335,0,0,0,0,0,0,0,0,1474,0,3,0,3,184901
20,14336,0,0,0,0,0,0,0,0,1474,0,3,0,4,256252
4,14337,0,0,0,0,0,0,0,0,1474,0,3,0,6,227632
2,14338,0,0,1,0,0,0,0,0,1474,1,3,0,7,261078
11,14339,1,0,1,0,0,1,0,0,1474,1,3,0,12,261880
40,14340,0,0,0,0,0,0,0,0,1474,0,3,0,13,180283
8,14341,0,0,0,0,0,0,0,0,1474,0,3,0,15,274676
77,14342,0,0,0,0,0,0,0,0,1474,0,3,0,16,229343
25,14343,0,0,5,0,0,0,0,0,1474,1,3,0,24,274437
19,14344,1,1,15,0,1,2,0,0,1474,1,3,0,26,261115
9,14345,0,0,0,0,0,0,0,0,1474,0,3,0,28,261126
24,14346,0,0,0,0,0,0,0,0,1474,0,3,0,28,76395
13,14347,0,0,0,0,0,0,0,0,1474,0,3,0,28,76391
14,14348,0,0,0,0,0,0,0,0,1474,0,3,0,28,76394
21,14349,0,0,0,0,0,0,0,0,1474,0,3,0,28,233286
10,14350,0,0,0,0,0,0,0,0,1474,0,3,0,28,78655
36,14351,0,0,0,0,0,0,0,0,1474,0,3,0,28,83384
30,14352,0,0,0,0,0,0,0,0,1474,0,3,0,28,272847
31,14353,0,0,0,0,0,0,0,0,1474,0,3,0,28,83628
16,14354,0,0,0,0,0,0,0,0,1474,0,3,0,28,70763
3,14355,0,0,0,0,0,0,0,0,1474,0,3,0,28,243754
70,14356,0,0,0,0,0,0,0,0,1474,0,3,0,28,70759
37,14357,0,0,0,0,0,0,0,0,1474,0,3,0,29,255554
7,14358,0,0,3,0,0,0,0,0,1474,1,3,0,29,208047
18,14359,0,0,2,0,0,0,0,0,1474,1,3,0,29,76389
12,14360,0,0,0,0,0,0,0,0,1474,0,3,0,29,252966
91,14361,0,0,0,0,0,0,0,0,1474,0,3,0,29,76816
33,14362,0,0,0,0,0,0,0,0,1474,0,3,0,29,255520
34,14363,0,0,0,0,0,0,0,0,1474,0,3,0,29,76387
29,14364,0,0,0,0,0,0,0,0,1474,0,3,0,29,76386
5,14365,0,0,0,0,0,0,0,0,1474,0,3,0,29,71325
23,14366,0,0,0,0,0,0,0,0,1474,0,3,0,29,266477
32,14367,0,0,0,0,0,0,0,0,1474,0,3,0,29,83471
47,14368,0,0,0,0,0,0,0,0,1474,0,3,0,29,80191
28,14369,0,0,0,0,0,0,0,0,1474,0,3,0,29,273788
55,14370,0,0,0,0,0,0,0,0,1474,0,3,0,29,83387
71,14371,0,0,0,0,0,0,0,0,1474,0,3,0,29,76393
31,14372,0,0,0,0,0,0,0,0,1477,0,3,0,0,238570
23,14373,0,0,0,0,0,0,0,0,1477,0,3,0,3,199231
2,14374,0,0,0,0,0,0,0,0,1477,0,3,0,4,222582
4,14375,0,0,0,0,0,0,0,0,1477,0,3,0,6,267401
77,14376,0,0,0,0,0,0,0,0,1477,0,3,0,7,243672
8,14377,0,0,6,0,0,0,0,0,1477,1,3,0,9,272733
97,14378,0,0,5,0,0,0,0,0,1477,0,3,0,11,227659
7,14379,0,0,5,0,0,0,0,0,1477,0,3,0,12,243061
11,14380,0,0,7,0,0,0,0,0,1477,1,3,0,16,242821
13,14381,0,0,0,0,0,0,0,0,1477,0,3,0,18,268895
99,14382,0,1,13,0,0,0,0,0,1477,1,3,0,25,272992
10,14383,0,0,2,0,0,0,0,0,1477,0,3,0,28,232000
21,14384,0,0,0,0,0,0,0,0,1477,0,3,0,28,221793
28,14385,0,0,2,0,0,0,0,0,1477,0,3,0,28,228007
6,14386,0,0,1,0,0,0,0,0,1477,0,3,0,28,252432
1,14387,0,0,0,0,0,0,0,0,1477,0,3,0,28,255239
9,14388,1,0,9,0,0,2,0,0,1477,1,3,0,28,267825
66,14389,0,0,0,0,0,0,0,0,1477,0,3,0,28,273800
3,14390,0,0,0,0,0,0,0,0,1477,0,3,0,28,234186
15,14391,0,0,0,0,0,0,0,0,1477,0,3,0,28,277378
17,14392,0,0,0,0,0,0,0,0,1477,0,3,0,28,77254
24,14393,0,0,0,0,0,0,0,0,1477,0,3,0,28,77239
16,14394,0,0,0,0,0,0,0,0,1477,0,3,0,28,228782
71,14395,0,0,0,0,0,0,0,0,1477,0,3,0,29,77888
29,14396,0,0,0,0,0,0,0,0,1477,0,3,0,29,278308
5,14397,0,0,0,0,0,0,0,0,1477,0,3,0,29,212912
39,14398,0,0,0,0,0,0,0,0,1477,0,3,0,29,77255
36,14399,0,0,0,0,0,0,0,0,1477,0,3,0,29,71323
34,14400,0,0,0,0,0,0,0,0,1477,0,3,0,29,266269
96,14401,1,1,13,0,0,1,0,0,1477,1,3,0,29,262447
30,14402,0,0,0,0,0,0,0,0,1477,0,3,0,29,71413
19,14403,0,0,0,0,0,0,0,0,1477,0,3,0,29,71328
55,14404,0,0,0,0,0,0,0,0,1477,0,3,0,29,77227
22,14405,0,0,0,0,0,0,0,0,1477,0,3,0,29,77248
51,14406,0,0,0,0,0,0,0,0,1477,0,3,0,29,77885
27,14407,0,0,0,0,0,0,0,0,1477,0,3,0,29,77252
74,14408,0,0,0,0,0,0,0,0,1477,0,3,0,29,77897
33,14409,0,0,0,0,0,0,0,0,1477,0,3,0,29,78194
1,14410,0,0,0,0,0,0,0,0,1478,0,3,0,0,232065
23,14411,0,0,1,0,0,0,0,0,1478,0,3,0,3,205278
3,14412,0,0,0,0,0,0,0,0,1478,0,3,0,4,239596
41,14413,0,0,0,0,0,0,0,0,1478,0,3,0,6,242082
40,14414,0,0,1,0,0,0,0,0,1478,0,3,0,7,261122
22,14415,0,0,0,0,0,0,0,0,1478,0,3,0,12,211927
14,14416,0,0,1,0,0,0,0,0,1478,0,3,0,13,260166
5,14417,0,0,1,0,0,0,0,0,1478,0,3,0,15,70419
94,14418,0,0,0,0,0,0,0,0,1478,0,3,0,16,83203
11,14419,0,0,2,0,0,1,0,0,1478,1,3,0,24,261104
10,14420,1,0,6,0,0,3,0,0,1478,1,3,0,26,193144
27,14421,0,0,3,0,0,0,0,0,1478,1,3,0,28,77197
88,14422,0,0,0,0,0,0,0,0,1478,0,3,0,28,71459
2,14423,0,0,0,0,0,0,0,0,1478,0,3,0,28,212231
6,14424,0,0,0,0,0,0,0,0,1478,0,3,0,28,83761
21,14425,0,0,0,0,0,0,0,0,1478,0,3,0,28,255919
18,14426,0,0,0,0,0,0,0,0,1478,0,3,0,28,266197
17,14427,0,0,4,0,0,0,0,0,1478,1,3,0,28,232857
7,14428,0,0,0,0,0,0,0,0,1478,0,3,0,28,243358
20,14429,0,0,0,0,0,0,0,0,1478,0,3,0,28,76851
9,14430,0,0,0,0,0,0,0,0,1478,0,3,0,28,83267
28,14431,0,0,0,0,0,0,0,0,1478,0,3,0,28,231912
24,14432,0,0,0,0,0,0,0,0,1478,0,3,0,28,77195
31,14433,0,0,0,0,0,0,0,0,1478,0,3,0,29,77198
29,14434,0,0,0,0,0,0,0,0,1478,0,3,0,29,83762
39,14435,0,0,0,0,0,0,0,0,1478,0,3,0,29,71392
8,14436,0,0,2,0,0,0,0,0,1478,1,3,0,29,221467
13,14437,0,0,0,0,0,0,0,0,1478,0,3,0,29,211635
77,14438,0,0,0,0,0,0,0,0,1478,0,3,0,29,83766
4,14439,0,0,0,0,0,0,0,0,1478,0,3,0,29,260634
