playerid_key,player_name,current_teamid,current_teamname,penalties,skillmoves,accessorycolourcode2,tattoohead,shoecolorcode1,tattooleftleg,hairtypecode,longshots,standingtackle,skintypecode,volleys,role2,gender,role1,gkhandling,headassetid,finishingcode1,gkglovetypecode,preferredposition6,commonnameid,tattooback,role3,tattooleftarm,eyebrowcode,headclasscode,tattoorightleg,undershortstyle,lipcolor,finishingcode2,preferredfoot,muscularitycode,ballcontrol,usercaneditname,shohan,preferredposition2,sprintspeed,hairstylecode,preferredposition3,iscustomized,icontrait1,tattoofront,headtypecode,skillmoveslikelihood,shoedesigncode,slidingtackle,icontrait2,lastnameid,agility,gksavetype,defensiveawareness,acceleration,runstylecode,overallrating,jerseysleevelengthcode,jumping,avatarpomid,preferredposition7,freekickaccuracy,playerjerseynameid,birthdate,internationalrep,stamina,positioning,reactions,curve,tattoorightarm,preferredposition4,runningcode1,vision,eyecolorcode,facepsdlayer0,defspe,weakfootabilitytypecode,headingaccuracy,pacdiv,accessorycolourcode3,accessorycolourcode4,paskic,accessorycode2,gkreflexes,skintonecode,nationality,skinsurfacepack,skinmakeup,emotion,accessorycode1,role4,phypos,personality,hasseasonaljersey,smallsidedshoetypecode,aggression,trait2,modifier,animfreekickstartposcode,composure,trait1,longpassing,accessorycolourcode1,gkkicking,isretiring,jerseyfit,eyedetail,facepsdlayer1,facialhaircolorcode,jerseystylecode,potential,sideburnscode,dribbling,socklengthcode,animpenaltiesstartposcode,shoecolorcode2,strength,accessorycode4,runningcode2,shotpower,facialhairtypecode,balance,headvariation,contractvaliduntil,faceposerpreset,gkkickstyle,preferredposition5,weight,firstnameid,sockstylecode,shoetypecode,haircolorcode,shortpassing,playerjointeamdate,crossing,interceptions,skincomplexion,preferredposition1,shortstyle,finishing,bodytypecode,gkdiving,role5,accessorycode3,gkpositioning,playerid,hashighqualityhead,height,driref
212485,,-1,,43,1,0,0,30,0,162,55,68,0,50,15,0,12,6,212485,0,0,-1,0,0,0,0,60201,1,0,0,0,0,2,0,63,0,51,10,67,0,-1,0,0,0,2019,1,0,69,0,3451,69,0,70,64,0,69,3,73,0,-1,44,3451,150574,1,75,53,66,64,0,-1,0,59,6,0,69,4,65,66,0,0,60,0,14,2,34,233101,0,2,0,0,73,4,3,503,72,0,0,0,64,786432,64,0,10,0,0,2,0,20,1,69,0,58,0,0,31,72,0,0,68,259,64,0,2026,0,0,-1,68,8542,1,103,20,66,161057,52,69,4,5,0,43,2,8,0,0,7,212485,0,184,62
212487,,-1,,50,1,0,0,30,0,77,30,64,0,30,0,0,11,8,212487,0,0,-1,0,0,0,0,240101,1,0,0,0,0,1,0,56,0,39,-1,68,0,-1,0,0,0,12,1,0,63,0,31782,57,0,64,65,0,64,0,68,0,-1,36,31782,150842,1,67,45,62,46,0,-1,0,56,9,0,63,3,63,67,0,0,55,0,16,2,42,232001,0,2,0,0,72,2,0,501,64,0,0,0,64,0,59,0,15,0,0,2,0,0,1,64,0,54,0,0,31,78,0,0,59,35,57,0,2028,0,0,-1,70,24969,1,34,3,59,161749,49,62,1,5,0,33,5,8,0,0,12,212487,0,188,56
212491,,-1,,49,3,0,0,30,0,25,72,71,0,62,30,0,10,7,212491,0,0,-1,0,0,0,0,2320101,0,0,0,0,0,2,0,77,0,62,16,80,0,-1,0,0,0,1009,3,0,70,0,47508,77,0,67,77,0,75,3,74,0,-1,73,47508,150139,1,83,65,69,78,0,-1,0,70,9,4,68,2,63,79,0,0,74,0,7,10,110,232001,0,3,16,0,79,4,3,503,72,2048,2,0,74,268439552,73,1,10,0,0,2,0,0,1,75,0,80,2,0,31,80,0,0,75,270,79,0,2027,0,0,-1,80,2734,1,124,0,75,161738,78,68,10,7,0,52,2,8,0,0,7,212491,1,179,78
212493,,-1,,56,2,0,0,30,0,1082,58,49,0,57,23,0,27,7,212493,0,0,-1,0,0,0,0,40101,0,0,0,0,0,1,0,62,0,60,12,83,0,18,0,0,0,1033,3,0,47,0,18616,78,0,48,79,0,63,0,58,0,-1,61,18616,150796,1,51,61,59,65,0,27,0,61,9,2,47,3,39,81,0,0,59,0,15,9,138,232001,0,3,8,0,52,2,1,503,37,0,1,0,62,0,53,1,14,0,1,2,3,0,1,63,0,62,0,0,31,57,0,0,66,16,73,0,2027,0,0,-1,70,35156,1,44,21,57,160990,63,47,10,16,0,59,1,15,0,0,10,212493,1,182,64
212501,,-1,,55,1,0,0,30,0,698,72,76,0,68,20,0,19,8,212501,0,0,-1,0,0,15,0,60101,0,0,0,0,0,1,0,72,0,71,10,69,0,5,0,0,0,0,1,0,72,0,8985,41,0,72,41,0,72,0,75,0,-1,68,8985,150663,2,70,73,63,71,0,-1,0,72,5,0,74,4,73,56,0,0,74,0,6,4,7,232001,0,2,16,13,78,4,3,503,74,0,0,0,75,0,75,1,14,0,0,2,4,3,1,72,0,69,0,0,31,83,0,0,83,36,54,0,2027,0,0,-1,83,21174,1,124,6,77,161747,70,74,1,14,0,66,5,14,0,0,14,212501,1,188,66
212511,,-1,,34,1,0,0,30,0,1,34,63,0,39,7,0,3,10,212511,0,0,-1,0,0,0,0,2190101,1,0,0,0,0,1,0,65,0,37,7,72,0,-1,0,0,0,1016,1,0,65,0,47509,62,0,60,73,0,66,0,82,0,-1,26,47509,149958,1,82,49,59,38,0,-1,0,50,3,0,62,3,63,72,0,0,54,0,11,10,195,232001,0,3,0,0,80,3,0,500,68,0,2,0,57,134217728,57,0,13,0,0,2,0,0,1,66,0,56,0,0,31,83,0,0,48,45,49,0,2027,0,0,-1,75,17214,1,76,0,60,161536,55,61,10,3,0,32,1,9,0,0,11,212511,0,184,59
212513,,-1,,56,2,0,0,30,0,650,59,18,0,42,27,0,30,7,212513,8,0,-1,0,0,39,0,2150101,1,0,0,0,0,1,0,62,0,63,27,80,0,25,0,0,0,1023,2,0,15,0,47511,69,0,27,76,0,64,3,65,0,-1,55,47511,151086,1,69,62,59,59,0,-1,0,59,9,0,22,3,40,78,0,0,57,0,10,9,14,230101,0,2,0,0,62,2,3,501,32,0,1,0,61,64,48,0,13,0,0,2,0,0,1,64,0,65,1,0,31,71,0,0,74,40,66,0,2027,0,0,-1,75,47510,1,17,0,57,161887,60,17,9,16,0,62,6,16,0,0,11,212513,0,189,64
212516,,-1,,51,1,0,0,30,0,681,47,75,0,29,12,0,13,11,212516,0,0,-1,0,0,0,0,1360000,0,0,0,0,0,1,0,75,0,48,-1,76,0,-1,0,0,0,47,1,0,70,0,34665,63,0,73,69,0,75,0,85,0,-1,41,34665,151192,1,66,33,72,61,0,-1,0,59,2,3,73,4,75,73,0,0,64,0,9,1,42,232001,0,3,0,0,77,3,0,501,70,2048,0,0,76,268994048,74,0,15,0,0,2,0,17,1,75,0,72,0,0,31,84,0,0,70,246,68,0,2027,0,0,-1,75,17777,1,80,19,75,160601,48,72,1,5,0,42,6,13,0,0,10,212516,1,186,72
212523,,-1,,77,3,0,0,30,0,451,84,38,6,84,32,0,31,11,212523,24,0,-1,2038,0,42,0,2150101,0,0,0,0,42,2,0,85,0,83,25,77,0,14,0,0,0,1005,3,0,34,0,34670,79,0,35,75,0,81,0,78,0,-1,84,100,150225,3,73,82,78,87,0,-1,0,78,3,4,40,4,80,76,0,0,80,0,10,9,54,233101,0,4,16,0,73,4,1,501,68,0,0,2,77,177,79,1,13,0,0,2,0,0,1,81,0,82,2,2,31,74,0,0,86,0,58,0,2028,0,0,-1,75,2035,1,76,4,80,161543,78,31,6,18,0,82,4,13,0,0,12,212523,1,191,81
212546,,-1,,38,1,0,0,30,0,228,32,68,0,48,11,0,12,9,212546,0,0,-1,0,0,4,0,2360000,1,0,0,0,0,1,0,56,0,41,3,71,0,10,0,0,0,1021,1,0,62,0,339,53,0,67,67,0,68,0,81,0,-1,21,339,150539,1,75,48,68,38,0,-1,0,37,3,0,65,2,65,69,0,0,55,0,8,9,92,232001,0,3,22,0,81,2,3,501,73,0,0,0,66,0,67,0,9,0,0,2,0,0,1,68,0,57,2,0,31,87,0,0,63,243,55,0,2027,0,0,-1,79,26212,1,72,0,66,161698,57,61,10,5,0,35,6,9,0,0,13,212546,0,187,57
212591,,-1,,56,1,0,0,30,0,597,40,69,0,49,0,0,11,14,212591,0,0,-1,0,0,0,0,1140101,0,0,0,0,0,1,0,64,0,50,-1,60,0,-1,0,0,0,9,1,0,66,0,40311,43,0,71,50,0,72,0,88,0,-1,38,40311,149967,2,77,48,69,33,0,-1,0,44,2,3,70,3,75,56,4,0,54,22,9,2,95,232001,0,3,16,0,82,3,0,501,78,0,0,0,72,786432,70,1,8,0,0,2,4,6,1,72,0,48,0,0,31,86,0,0,57,243,48,0,2028,0,0,-1,89,38418,1,38,2,68,161883,39,70,2,5,0,52,5,13,0,27,10,212591,1,190,55
212592,,-1,,31,1,0,0,30,0,1,45,64,0,49,11,0,48,16,212592,0,0,-1,0,0,0,0,2290000,0,0,0,0,0,1,0,64,0,41,-1,56,0,-1,0,0,0,5002,1,0,63,0,11551,59,0,62,64,0,64,0,71,0,-1,53,11551,149555,1,59,40,63,49,0,-1,0,53,9,0,62,2,58,62,0,0,59,0,15,7,95,232001,0,4,16,0,70,5,3,501,70,512,0,0,63,1024,60,1,12,0,0,2,1,0,1,64,0,65,1,0,31,75,0,0,55,289,62,0,2026,0,0,-1,75,2101,1,159,0,65,157150,58,61,6,5,0,34,3,15,0,0,10,212592,1,180,64
212601,,-1,,70,2,1,0,30,0,194,60,21,0,65,0,0,44,5,212601,0,0,-1,0,0,0,0,2320000,1,0,0,0,0,1,0,68,0,69,-1,84,0,-1,0,0,0,1007,1,0,23,0,23243,75,0,42,85,0,71,0,82,0,-1,48,23243,150201,1,83,74,65,59,0,-1,0,47,3,0,33,4,69,84,0,0,48,16,8,9,47,240201,0,3,7,0,83,5,3,503,72,768,0,0,68,538968064,38,12,9,0,0,2,0,0,1,71,0,64,0,0,31,87,0,0,74,35,65,0,2027,0,0,-1,80,6743,1,116,0,57,161529,37,22,8,25,0,71,5,7,0,0,10,212601,0,185,67
212602,,-1,,53,1,0,0,30,0,160,37,83,0,47,11,0,12,12,212602,0,0,-1,9275,0,0,0,60000,0,0,0,0,0,1,0,76,0,41,-1,62,0,-1,0,0,0,4022,1,0,78,0,21943,60,0,81,62,0,80,0,81,0,-1,35,21942,150056,2,65,43,80,30,0,-1,0,60,9,1,81,3,77,62,0,0,63,0,7,2,45,232001,0,4,0,0,76,3,3,501,84,2048,0,0,70,0,72,0,11,0,0,2,2,20,1,80,0,65,0,0,31,78,0,0,45,287,62,0,2028,0,0,-1,75,9273,1,39,5,75,161340,55,82,1,5,0,39,4,8,0,0,9,212602,1,186,69
212613,,-1,,63,3,0,0,30,0,28,75,25,0,73,40,0,39,9,212613,0,0,-1,0,0,42,0,40101,0,0,0,0,0,1,0,78,0,77,25,74,0,16,0,0,0,1002,3,0,23,0,32979,84,0,28,74,0,77,0,72,0,-1,54,32360,150667,1,67,80,78,65,0,-1,0,74,9,4,30,3,69,74,0,0,71,0,14,6,18,232001,0,3,16,0,59,5,3,501,44,2560,0,0,80,1048704,66,1,12,0,0,2,4,0,1,77,0,80,0,0,31,59,0,0,84,257,86,0,2029,0,0,-1,72,38691,1,102,0,75,160237,68,23,7,27,0,77,2,11,0,0,12,212613,0,171,80
212616,,-1,,66,3,0,0,30,0,154,83,79,0,71,15,0,21,12,212616,0,0,-1,0,0,25,0,2150301,0,0,0,0,0,1,0,85,0,77,10,76,0,12,0,0,0,22,3,0,75,0,8770,77,0,75,74,0,83,0,76,0,-1,76,8770,150337,3,88,79,81,84,0,18,0,85,7,3,75,3,58,75,0,0,83,0,14,2,52,242101,0,4,16,0,83,2,3,501,86,0,0,0,81,1049857,84,1,10,0,0,2,4,0,1,83,0,84,1,0,31,79,0,0,82,251,78,0,2030,0,0,-1,70,31534,1,155,0,85,161722,78,79,4,14,0,74,2,13,0,0,7,212616,0,180,83
212622,,-1,,71,2,0,0,30,0,137,78,86,0,69,17,0,116,15,212622,0,0,-1,0,0,106,0,2150101,0,0,0,0,0,1,1,86,0,73,3,70,0,14,0,1024,0,20,2,0,85,0,19642,83,0,82,75,0,89,0,77,0,-1,79,19642,150597,5,92,78,89,85,0,-1,0,86,2,0,83,4,72,72,0,0,89,0,15,3,21,232001,0,5,0,0,79,2,0,502,89,4096,2,0,87,84021248,92,0,7,0,0,2,4,19,0,89,0,82,0,0,31,69,0,0,78,0,84,0,2029,0,0,-1,75,17974,1,191,5,89,158045,92,85,3,10,0,68,2,8,0,0,15,212622,1,177,84
212625,,-1,,64,2,0,0,30,0,43,60,65,0,45,17,0,18,11,212625,0,0,-1,0,0,23,0,1130101,1,0,0,0,0,1,0,65,0,64,10,61,0,12,0,0,0,1000,2,0,64,0,19661,73,0,62,76,0,65,0,78,0,-1,35,19661,150904,1,68,68,66,50,0,-1,0,68,9,0,63,3,59,68,0,0,61,0,14,9,21,232001,0,2,0,0,73,4,3,502,71,0,0,0,66,0,63,0,7,0,0,2,0,0,1,65,0,63,0,0,31,75,0,0,67,30,75,0,2026,0,0,-1,74,8642,1,125,0,65,160967,54,64,10,14,0,67,2,11,0,0,12,212625,0,183,66
212626,,-1,,74,2,0,0,30,0,236,64,39,0,80,42,0,44,11,212626,0,0,-1,0,0,0,0,80000,0,0,0,0,0,1,0,65,0,72,-1,72,0,-1,0,0,0,1505,2,0,20,0,33312,67,0,33,68,0,72,0,87,0,-1,40,33312,150578,1,73,76,72,65,0,-1,0,59,9,0,37,3,80,70,0,0,53,9,14,5,21,232001,0,5,8,0,79,2,3,503,84,2048,0,0,64,537395216,44,0,7,0,0,2,0,0,1,72,0,65,2,0,31,79,0,0,75,0,59,0,2027,0,0,-1,84,8678,1,161,0,62,161708,40,29,5,25,0,73,4,12,0,0,11,212626,1,195,65
212678,,-1,,62,2,0,0,30,0,451,61,75,0,52,8,0,9,12,212678,0,0,-1,0,0,29,0,1130000,0,0,0,0,0,2,0,70,0,59,16,63,0,-1,0,0,0,12,1,0,72,0,2980,73,0,72,67,0,74,0,74,0,-1,70,2980,150304,1,77,65,68,74,0,-1,0,73,8,3,73,2,65,65,0,0,74,0,8,2,46,232001,0,3,0,0,73,4,3,503,72,2048,2,0,72,0,71,0,10,0,0,2,4,1,1,74,0,62,2,0,31,72,0,0,71,287,74,0,2027,0,0,-1,73,22312,1,119,1,75,161370,75,74,3,7,0,53,1,10,0,0,15,212678,1,181,67
212682,,-1,,47,1,0,0,30,0,693,68,60,0,58,16,0,14,7,212682,0,0,-1,0,0,18,0,240000,1,0,0,0,0,1,0,60,0,60,14,63,0,-1,0,0,0,33,1,0,58,0,25779,72,0,58,65,0,63,0,74,0,-1,46,25779,151039,1,87,56,60,55,0,-1,0,59,1,0,59,3,55,64,0,0,59,0,16,2,14,223101,0,2,0,0,70,3,0,500,58,0,1,0,61,82948,63,0,7,0,1,2,0,1,1,63,0,57,0,0,31,66,0,0,70,0,70,0,2027,0,0,-1,71,5633,1,441,5,63,161517,52,62,1,10,0,53,2,14,0,0,8,212682,0,182,60
212683,,-1,,63,1,0,0,30,0,82,51,31,0,53,0,0,44,13,212683,0,0,-1,0,0,0,0,2190000,1,0,0,0,0,1,0,58,0,60,-1,32,0,-1,0,0,0,1004,1,0,15,0,24219,41,0,30,31,0,59,0,71,0,-1,40,24219,148660,1,39,62,60,41,0,-1,0,56,9,0,31,3,64,33,0,0,50,8,12,9,82,240201,0,3,7,0,71,5,3,503,61,4608,0,0,58,536870928,37,0,15,0,1,2,0,0,1,59,0,54,1,0,31,90,0,0,64,30,30,0,2027,0,0,-1,92,17062,1,119,0,59,160798,40,23,1,25,0,60,5,11,0,0,13,212683,0,194,53
212692,,-1,,65,3,0,0,30,0,232,75,28,0,56,0,0,33,10,212692,0,0,-1,31747,0,0,0,2150101,1,0,0,0,0,2,0,74,0,71,12,72,0,25,0,0,0,1503,3,0,27,0,24895,77,0,30,75,0,72,0,57,0,-1,76,31747,150920,1,67,69,67,76,0,14,0,70,3,0,30,3,38,73,0,0,71,22,11,5,38,240201,0,4,9,0,56,3,3,503,39,0,0,0,71,1048704,67,0,12,0,1,2,0,0,1,72,0,74,0,0,31,57,0,0,76,246,82,0,2028,0,0,-1,68,23611,1,91,3,72,161760,71,29,5,18,0,70,3,11,0,0,12,212692,0,174,74
212710,,-1,,12,0,0,0,30,0,123,11,11,0,7,0,0,45,64,212710,0,58,-1,17753,0,0,0,10102,0,0,0,0,0,1,0,31,0,64,-1,52,0,-1,0,0,0,36,0,0,9,0,6603,58,0,20,49,0,67,3,62,0,-1,13,29319,151103,1,34,14,65,9,0,-1,0,56,4,1,50,2,11,68,0,0,63,0,68,2,38,232001,0,5,0,0,63,5,3,501,43,533,1,0,59,0,42,0,66,0,0,3,0,21,1,68,0,20,2,0,31,63,0,0,47,208,44,0,2028,0,3,-1,84,17749,1,55,21,48,161037,10,20,4,0,0,12,4,68,0,0,63,212710,1,188,68
212722,,-1,,38,1,1,0,30,0,25,51,67,0,60,4,0,46,15,212722,0,0,-1,0,0,23,0,1450101,0,0,0,0,0,1,0,62,0,50,12,77,0,5,0,0,0,1050,1,0,62,0,39452,74,0,65,79,0,68,0,72,0,-1,28,39452,150018,1,73,62,64,70,0,14,0,57,3,4,64,3,56,78,0,0,60,16,11,4,95,232001,0,3,9,12,67,5,3,501,71,512,2,0,63,32768,54,2,7,0,0,6,1,0,1,68,0,62,2,0,31,62,0,0,73,260,73,0,2027,0,0,-1,75,8807,1,28,0,63,161749,68,64,3,3,0,38,2,7,0,22,11,212722,1,175,64
212729,,-1,,84,3,0,0,30,0,638,78,57,0,75,31,0,18,13,212729,20,0,-1,36751,0,0,0,2120101,1,0,0,0,0,1,0,81,0,77,18,69,0,10,0,0,0,3501,2,0,59,0,29655,89,0,59,77,0,76,0,62,0,-1,75,36750,149842,1,88,69,76,78,0,-1,16,78,3,0,56,3,56,73,0,0,77,0,15,4,38,232001,0,3,8,0,59,2,3,501,56,0,0,2,75,4194312,77,0,12,0,0,2,0,3,1,76,0,78,0,1,31,46,0,0,80,266,91,0,2030,0,0,-1,68,2389,1,58,3,77,161382,77,50,6,14,0,75,8,15,0,0,16,212729,0,166,80
212735,,-1,,20,0,0,0,30,0,189,19,14,0,9,0,0,2,67,212735,0,62,-1,0,0,0,0,2150101,1,0,0,0,0,1,0,28,0,67,-1,49,0,-1,0,0,0,2015,0,0,12,0,3829,31,0,10,44,0,71,3,61,0,-1,18,3829,150469,1,26,18,68,14,0,-1,0,23,3,0,46,3,18,69,0,0,68,0,74,2,18,232001,0,3,0,0,70,3,3,503,21,10,1,0,22,0,25,0,69,0,0,2,0,3,1,71,0,17,2,0,31,58,0,0,51,30,65,0,2027,0,1,-1,75,10880,1,127,3,34,161708,13,21,1,0,0,13,4,69,0,0,70,212735,0,187,74
212747,,-1,,57,3,0,0,30,0,451,68,56,7,63,32,0,18,14,212747,0,0,-1,0,0,0,0,1140101,1,0,0,0,0,2,0,72,0,65,18,69,0,10,0,0,0,2027,2,0,41,0,23950,82,0,45,78,0,68,0,56,0,-1,59,23950,150624,1,71,66,62,69,0,-1,0,70,9,0,51,2,54,73,0,0,69,0,16,3,52,232001,0,3,0,0,54,3,3,501,65,0,0,2,73,12591104,71,0,15,0,0,2,0,0,1,68,0,68,0,0,31,41,0,0,67,2,83,0,2030,0,0,-1,61,36592,1,30,0,73,161882,63,58,4,14,0,63,8,9,0,0,14,212747,0,170,71
212755,,-1,,53,1,0,0,30,0,647,61,70,0,54,17,0,14,8,212755,0,0,-1,0,0,18,0,2290101,0,0,0,0,0,2,0,68,0,62,14,69,0,-1,0,0,0,3512,1,0,71,0,15081,69,0,68,66,0,71,0,77,0,-1,57,15081,150595,1,74,62,66,57,0,-1,0,66,1,0,69,2,68,68,0,0,66,0,11,3,34,234102,0,3,0,0,76,2,0,501,74,0,1,0,68,262160,73,0,12,0,0,2,4,6,1,71,0,65,0,0,31,77,0,0,71,251,73,0,2027,0,0,-1,80,17948,1,245,5,69,161355,58,70,2,10,0,60,2,14,0,0,8,212755,1,182,67
212776,,-1,,33,1,0,0,30,0,1090,43,66,0,24,0,0,11,10,212776,0,0,-1,21236,0,0,0,60101,1,0,0,0,0,1,0,60,0,32,-1,45,0,-1,0,0,0,516,1,0,60,0,21231,59,0,60,60,0,64,0,75,0,-1,26,6878,148971,1,72,31,61,27,0,-1,0,54,9,0,63,3,63,56,0,0,51,25,8,4,167,231102,0,3,24,0,75,2,0,503,66,4096,0,0,48,262144,58,0,12,0,0,2,0,0,1,65,0,53,0,0,31,79,0,0,31,0,68,0,2030,0,0,-1,76,6868,1,127,0,60,160430,39,64,3,5,0,27,2,11,0,0,12,212776,0,180,57
212778,,-1,,50,1,0,0,30,0,234,30,70,0,36,11,0,13,13,212778,0,0,-1,20522,0,0,0,60201,1,0,0,0,0,2,0,64,0,41,-1,52,0,-1,0,0,0,539,1,0,67,0,20516,66,0,69,70,0,69,0,83,0,-1,49,20586,149493,1,73,47,62,36,0,-1,0,64,9,0,68,2,69,64,0,0,62,0,10,4,167,231102,0,3,0,0,79,5,0,501,68,512,0,0,64,134742016,71,0,14,0,0,2,0,0,1,70,0,58,0,0,31,86,0,0,55,0,54,0,2030,0,0,-1,81,20582,1,245,21,63,161704,55,65,4,5,0,39,5,15,0,0,14,212778,0,188,61
212790,,-1,,66,2,0,0,30,0,197,62,21,0,62,42,0,44,14,212790,0,0,-1,0,0,0,0,2190101,1,0,0,0,0,1,0,64,0,66,-1,87,0,-1,0,0,0,1036,2,0,19,0,36186,90,0,20,86,0,67,0,85,0,-1,46,17044,149918,1,84,68,63,49,0,-1,0,50,9,0,23,1,60,87,0,0,52,0,9,10,136,232001,0,4,24,0,72,3,0,501,39,2048,0,0,66,2,50,0,6,0,0,2,0,0,1,67,0,65,0,0,31,77,0,0,68,30,79,0,2026,0,0,-1,68,17044,1,40,0,55,161914,48,12,9,25,0,67,2,7,0,0,8,212790,0,180,68
212792,,-1,,40,1,0,0,30,0,666,31,64,0,32,0,0,11,8,212792,0,0,-1,47513,0,0,0,60101,1,0,0,0,0,1,0,59,0,32,-1,66,0,-1,0,0,0,501,1,0,62,0,19553,65,0,63,66,0,64,0,74,0,-1,23,47514,149307,1,80,41,60,47,0,-1,0,38,9,0,63,4,65,68,0,0,52,0,7,4,167,231102,0,4,0,0,73,4,3,501,68,0,0,0,63,540672,58,0,8,0,0,1,0,0,1,65,0,56,0,0,31,71,0,0,38,0,60,0,2030,0,0,-1,83,47512,1,114,0,61,161882,52,63,4,5,0,27,5,11,0,0,9,212792,0,185,59
212803,,-1,,70,2,0,0,10,0,660,59,49,0,63,25,0,26,9,212803,0,0,-1,0,0,30,0,2290101,1,0,0,0,0,1,0,68,0,64,16,65,0,18,0,0,0,3513,2,0,44,0,47515,85,0,42,72,0,69,0,66,0,-1,66,47515,150625,1,81,68,68,68,0,23,0,67,1,0,45,3,55,68,0,0,66,0,6,2,14,232001,0,2,9,31,63,2,3,503,49,0,1,0,64,1048577,64,0,14,0,0,2,0,3,1,69,0,66,2,0,15,59,0,0,63,38,86,0,2028,0,0,-1,64,39878,1,1,3,66,161895,67,41,3,12,0,65,7,10,0,0,14,212803,0,170,70
212811,,-1,,68,2,0,0,30,0,672,72,75,0,66,15,0,14,9,212811,0,0,-1,0,0,49,0,2290101,0,0,0,0,0,1,0,76,0,67,14,80,0,5,0,0,0,1023,2,0,75,0,21384,77,0,78,70,0,78,0,89,0,-1,66,23739,150072,2,76,66,77,77,0,-1,0,75,9,2,77,4,80,76,0,0,74,22,16,7,115,232001,0,5,6,18,84,3,0,501,82,0,1,0,79,68231168,77,0,15,0,1,2,1,0,1,78,0,75,1,0,31,88,0,0,80,257,75,0,2026,0,0,-1,85,23733,1,58,15,77,161552,69,79,7,10,0,59,3,12,13,25,8,212811,0,184,76
212814,,-1,,84,2,0,0,30,0,0,71,60,0,70,25,0,29,15,212814,0,0,-1,18098,0,0,0,1360000,0,0,0,0,0,1,0,80,0,72,12,63,0,18,0,0,0,1036,2,0,60,0,26352,77,0,60,67,0,75,0,65,0,-1,66,16834,149847,3,71,73,71,75,0,27,0,80,3,4,60,4,55,66,0,0,76,0,8,7,38,232001,0,2,16,0,65,2,3,503,56,256,1,0,85,5243136,71,1,8,0,1,2,3,0,1,75,0,77,0,21,31,65,0,0,71,0,75,0,2027,0,0,-1,73,18098,1,124,5,78,161701,74,60,6,16,0,71,2,6,0,0,8,212814,1,179,78
212830,,-1,,70,2,0,0,30,0,47,60,33,0,63,26,0,23,12,212830,0,0,-1,0,0,27,0,1140201,1,0,0,0,0,1,0,68,0,64,16,84,0,23,0,0,0,1016,3,0,20,0,22783,82,0,34,86,0,68,0,69,0,-1,60,22783,150816,1,67,66,57,70,0,-1,0,62,9,0,34,3,50,85,0,0,60,0,12,10,195,232001,0,3,8,36,61,2,0,502,59,256,1,0,60,2097152,54,0,18,0,0,2,0,0,1,68,0,69,0,0,31,57,0,0,68,3,70,0,2028,0,0,-1,73,3055,1,41,0,59,161552,64,35,9,12,0,63,2,16,0,0,13,212830,0,178,69
212831,,-1,,23,0,0,0,30,0,99,14,19,0,20,0,0,145,87,212831,0,37,-1,1618,0,0,0,2090103,0,0,0,0,0,1,0,42,0,87,-1,49,0,-1,0,0,0,1540,0,0,16,8,30728,40,0,15,60,0,88,1,82,0,-1,18,127,149738,5,32,13,84,19,0,-1,0,66,8,0,56,3,29,86,0,0,83,0,87,3,54,232001,0,2,0,0,88,2,1,501,27,2081,2,0,66,0,58,0,83,0,2,2,0,3,1,88,0,27,2,0,31,78,0,0,62,40,37,0,2027,0,3,-1,91,1618,1,193,3,60,159159,17,11,3,0,0,13,312,86,0,0,88,212831,1,193,87
212839,,-1,,24,0,0,0,30,0,57,13,18,0,17,0,0,45,65,212839,0,3,-1,28834,0,0,0,2320101,1,0,0,0,0,1,0,25,0,65,-1,47,0,-1,0,0,0,513,0,0,14,0,28831,30,0,13,44,0,61,3,59,0,-1,14,7321,148776,1,24,15,50,18,0,-1,0,50,9,0,46,3,12,61,0,0,58,0,61,4,167,231102,0,3,0,0,61,4,1,501,25,32,1,0,24,0,17,0,55,0,0,1,0,0,1,61,0,20,0,0,31,63,0,0,44,0,52,0,2030,0,1,-1,78,7319,1,245,0,27,161173,20,22,2,0,0,16,5,61,0,0,61,212839,0,188,61
212879,,-1,,63,2,0,0,30,0,0,65,30,0,74,42,0,41,11,212879,0,0,-1,0,0,39,0,1140000,1,0,0,0,0,2,0,67,0,69,27,57,0,18,0,0,0,1502,2,0,22,0,24982,76,0,34,76,0,67,0,71,0,-1,59,24982,148928,1,66,66,70,72,0,16,0,64,3,0,33,3,52,69,0,0,63,0,11,2,21,232001,0,4,0,32,69,5,0,501,68,512,0,0,67,128,51,0,11,1,0,2,0,19,1,67,0,68,1,0,31,70,0,0,77,35,75,0,2026,0,0,-1,78,35305,1,99,1,65,161337,62,32,1,25,0,67,2,11,0,0,7,212879,0,177,70
212886,,-1,,76,2,0,0,30,0,228,70,66,0,64,17,0,16,16,212886,0,0,-1,0,0,20,0,240000,1,0,0,0,0,1,0,68,0,68,14,59,0,-1,0,0,0,1021,2,0,64,0,8125,66,0,66,64,0,67,0,73,0,-1,70,8125,150586,1,62,69,64,73,0,-1,0,68,9,0,65,3,64,61,1,0,69,9,14,9,18,223101,0,3,8,0,68,3,3,500,66,2048,1,0,76,0,67,0,8,0,0,2,0,0,1,67,0,70,0,0,31,72,0,0,73,257,76,0,2026,0,0,-1,79,39038,1,441,0,69,161544,70,65,10,10,0,65,2,8,0,16,11,212886,0,180,69
